,Question,Answers,Right Index
25,When does a for loop stop iterating?,"['It is used to skip the yield statement of a generator and return a value of None.', 'It is a null operation used mainly as a placeholder in functions, classes, etc.', 'It is used to pass control from one statement block to another.', 'It is used to skip the rest of a while or for loop and return to the start of the loop.']",1
26,"Assuming the node is in a singly linked list, what is the runtime complexity of searching for a specific node within a singly linked list?","['arguments', 'paradigms', 'attributes', 'decorators']",0
27,"Given the following three list, how would you create a new list that matches the desired output printed below?","['slot', 'dictionary', 'queue', 'sorted list']",1
28,What happens when you use the built-in function all() on a list?,"['when it encounters an infinite loop', 'when it encounters an if/else statement that contains a break keyword', 'when it has assessed each item in the iterable it is working on or a break keyword is encountered', 'when the runtime for the loop exceeds O(n^2)']",2
29,What is the correct syntax for calling an instance method on a class named Game?,"['The runtime is O(n) because in the worst case, the node you are searching for is the last node, and every node in the linked list must be visited.', 'The runtime is O(nk), with n representing the number of nodes and k representing the amount of time it takes to access each node in memory.', 'The runtime cannot be determined unless you know how many nodes are in the singly linked list.', 'The runtime is O(1) because you can index directly to a node in a singly linked list.']",0
30,What is the algorithmic paradigm of quick sort?,[''],-1
31,What is runtime complexity of the list's built-in .append() method?,[''],0
32,What is key difference between a set and a list?,[''],-1
33,What is the definition of abstraction as applied to object-oriented Python?,[''],-1
34,What does this function print?,"['The all() function returns a Boolean value that answers the question ""Are all the items in this list the same?', 'The all() function returns True if all the items in the list can be converted to strings. Otherwise, it returns False.', 'The all() function will return all the values in the list.', 'The all() function returns True if all items in the list evaluate to True. Otherwise, it returns False.']",3
35,Pick correct representation of doctest for function in Python.,[''],0
36,Suppose a Game class inherits from two parent classes: BoardGame and LogicGame. Which statement is true about the methods of an object instantiated from the Game class?,[''],-1
37,What does calling namedtuple on a collection type return?,[''],-1
38,What symbol(s) do you use to assess equality between two elements?,[''],-1
39,Review the code below. What is the correct syntax for changing the price to 1.5?,"['backtracking', 'dynamic programming', 'decrease and conquer', 'divide and conquer']",3
40,What value would be returned by this check for equality?,"['O(1), also called constant time', 'O(log n), also called logarithmic time', 'O(n^2), also called quadratic time', 'O(n), also called linear time']",0
41,What does a class's __init__() method do?,"['A set is an ordered collection unique items. A list is an unordered collection of non-unique items.', 'Elements can be retrieved from a list but they cannot be retrieved from a set.', 'A set is an ordered collection of non-unique items. A list is an unordered collection of unique items.', 'A set is an unordered collection unique items. A list is an ordered collection of non-unique items.']",3
42,"What is meant by the phrase ""space complexity""?","['Abstraction means that a different style of code can be used, since many details are already known to the program behind the scenes.', 'Abstraction means the implementation is hidden from the user, and only the relevant data or information is shown.', 'Abstraction means that the data and the functionality of a class are combined into one entity.', 'Abstraction means that a class can inherit from more than one parent class.']",1
43,What is the correct syntax for creating a variable that is bound to a dictionary?,[''],0
44,What is the proper way to write a list comprehension that represents all the keys in this dictionary?,[''],-1
45,What is the purpose of the self keyword when defining or calling methods on an instance of an object?,[''],-1
46,What statement about the class methods is true?,[''],-1
47,What does it mean for a function to have linear runtime?,[''],-1
48,What is the proper way to define a function?,[''],-1
49,"According to the PEP 8 coding style guidelines, how should constant values be named in Python?",[''],0
50,Describe the functionality of a deque.,[''],-1
51,What is the correct syntax for creating a variable that is bound to a set?,"[""When instantiating an object, the object doesn't inherit any of the parent class's methods."", 'When instantiating an object, the object will inherit the methods of whichever parent class has more methods.', 'When instantiating an object, the programmer must specify which parent class to inherit methods from.', 'An instance of the Game class will inherit whatever methods the BoardGame and LogicGame classes have.']",3
52,What is the correct syntax for defining an __init__() method that takes no parameters?,"['a generic object class with iterable parameter fields', 'a generic object class with non-iterable named fields', 'a tuple subclass with non-iterable parameter fields', 'a tuple subclass with iterable named fields']",3
53,Which of the following is TRUE About how numeric data would be organised in a binary Search tree?,"['&&', '=', '==', '||']",2
54,Why would you use a decorator?,"[""fruit_info ['price'] = 1.5"", 'my_list [3.5] = 1.5', ""1.5 = fruit_info ['price]"", ""my_list['price'] == 1.5""]",0
55,When would you use a for loop?,"['yes', 'False', 'True', 'None']",2
56,What is the most self-descriptive way to define a function that calculates sales tax on a purchase?,"['It makes classes aware of each other if more than one class is defined in a single code file.', 'It is included to preserve backwards compatibility from Python 3 to Python 2, but no longer needs to be used in Python 3.', 'It is a method that acts as a constructor and is called automatically whenever a new object is created from a class. It sets the initial state of a new object.', 'It initializes any imports you may have included at the top of your file.']",2
57,What would happen if you did not alter the state of the element that an algorithm is operating on recursively?,"['How many microprocessors it would take to run your code in less than one second', 'How many lines of code are in your code file', 'The amount of space taken up in memory as a function of the input size', 'How many copies of the code file could fit in 1 GB of memory']",2
58,What is the runtime complexity of searching for an item in a binary search tree?,"[""fruit_info = {'fruit': 'apple', 'count': 2, 'price': 3.5}"", ""fruit_info =('fruit': 'apple', 'count': 2,'price': 3.5 ).dict()"", ""fruit_info = ['fruit': 'apple', 'count': 2,'price': 3.5 ].dict()"", ""fruit_info = to_dict('fruit': 'apple', 'count': 2, 'price': 3.5)""]",0
59,Why would you use mixin?,"['fruit_names = [x in fruits.keys() for x]', 'fruit_names = for x in fruits.keys() *', 'fruit_names = [x for x in fruits.keys()]', 'fruit_names = x for x in fruits.keys()']",2
60,What is the runtime complexity of adding an item to a stack and removing an item from a stack?,"['self refers to the class that was inherited from to create the object using self.', ""There is no real purpose for the self method. It's just legacy computer science jargon that Python keeps to stay consistent with other programming languages."", 'self means that no other arguments are required to be passed into the method.', 'self refers to the instance whose method was called.']",3
61,Which statement accurately describes how items are added to and removed from a stack?,"['A class method is a regular function that belongs to a class, but it must return None.', ""A class method can modify the state of the class, but they can't directly modify the state of an instance that inherits from that class."", ""A class method is similar to a regular function, but a class method doesn't take any arguments."", 'A class method hold all of the data for a particular class.']",1
62,What is a base case in a recursive function?,"['You did not use very many advanced computer programming concepts in your code.', 'The difficulty level your code is written at is not that high.', 'It will take your program less than half a second to run.', 'The amount of time it takes the function to complete grows linearly as the input size increases.']",3
63,Why is it considered good practice to open a file from within a Python script by using the with keyword?,"['def getMaxNum(list_of_nums): # body of function goes here', 'func get_max_num(list_of_nums): # body of function goes here', 'func getMaxNum(list_of_nums): # body of function goes here', 'def get_max_num(list_of_nums): # body of function goes here']",3
64,Why would you use a virtual environment?,"['in camel case without using underscores to separate words -- e.g. maxValue = 255', 'in lowercase with underscores to separate words -- e.g. max_value = 255', 'in all caps with underscores separating words -- e.g. MAX_VALUE = 255', 'in mixed case without using underscores to separate words -- e.g. MaxValue = 255']",2
65,What is the correct way to run all the doctests in a given file from the command line?,"['A deque adds items to one side and remove items from the other side.', 'A deque adds items to either or both sides, but only removes items from the top.', 'A deque adds items at either or both ends, and remove items at either or both ends.', 'A deque adds items only to the top, but remove from either or both sides.']",2
66,What is a lambda function ?,"[""my_set = {0, 'apple', 3.5}"", ""my_set = to_set(0, 'apple', 3.5)"", ""my_set = (0, 'apple', 3.5).to_set()"", ""my_set = (0, 'apple', 3.5).set()""]",0
67,What is the primary difference between lists and tuples?,[''],-1
68,What does a generator return?,[''],-1
69,What is the difference between class attributes and instance attributes?,[''],-1
70,What is the correct syntax of creating an instance method?,[''],0
71,What is the correct way to call a function?,"['For any given Node in a binary Search Tree, the child node to the left is less than the value of the given node and the child node to its right is greater than the given node.', 'Binary Search Tree cannot be used to organize and search through numeric data, given the complication that arise with very deep trees.', ""The top node of the binary search tree would be an arbitrary number. All the nodes to the left of the top node need to be less than the top node's number, but they don't need to ordered in any particular way."", 'The smallest numeric value would go in the top most node. The next highest number would go in its left child node, the the next highest number after that would go in its right child node. This pattern would continue until all numeric values were in their own node.']",0
72,How is comment created?,"['A decorator is similar to a class and should be used if you are doing functional programming instead of object oriented programming.', 'A decorator is a visual indicator to someone reading your code that a portion of your code is critical and should not be changed.', 'You use the decorator to alter the functionality of a function without having to modify the functions code.', 'An import statement is preceded by a decorator, python knows to import the most recent version of whatever package or library is being imported.']",2
73,What is the correct syntax for replacing the string apple in the list with the string orange?,"['Only in some situations, as loops are used only for certain type of programming.', 'When you need to check every element in an iterable of known length.', 'When you want to minimize the use of strings in your code.', 'When you want to run code in one file for a function in another file.']",1
74,What will happen if you use a while loop and forget to include logic that eventually causes the while loop to stop?,[''],-1
75,Describe the functionality of a queue?,[''],-1
76,Which choice is the most syntactically correct example of the conditional branching?,[''],-1
77,How does defaultdict work?,[''],0
78,What is the correct syntax for adding a key called variety to the fruit_info dictionary that has a value of Red Delicious?,"['You do not have to alter the state of the element the algorithm is recursing on.', 'You would eventually get a KeyError when the recursive portion of the code ran out of items to recurse on.', 'You would get a RuntimeError: maximum recursion depth exceeded.', 'The function using recursion would return None.']",2
79,When would you use a while loop?,"['The runtime for searching in a binary search tree is O(1) because each node acts as a key, similar to a dictionary.', 'The runtime for searching in a binary search tree is O(n!) because every node must be compared to every other node.', 'The runtime for searching in a binary search tree is generally O(h), where h is the height of the tree.', 'The runtime for searching in a binary search tree is O(n) because every node in the tree must be visited.']",2
80,What is the correct syntax for defining an __init__() method that sets instance-specific attributes upon creation of a new class instance?,"[""You use a mixin to force a function to accept an argument at runtime even if the argument wasn't included in the function's definition."", 'You use a mixin to allow a decorator to accept keyword arguments.', ""You use a mixin to make sure that a class's attributes and methods don't interfere with global variables and functions."", ""If you have many classes that all need to have the same functionality, you'd use a mixin to define that functionality.""]",3
81,What would this recursive function print if it is called with no parameters?,"['Add items to a stack in O(1) time and remove items from a stack on O(n) time.', 'Add items to a stack in O(1) time and remove items from a stack in O(1) time.', 'Add items to a stack in O(n) time and remove items from a stack on O(1) time.', 'Add items to a stack in O(n) time and remove items from a stack on O(n) time.']",1
82,"In Python, when using sets, you use _ to calculate the intersection between two sets and _ to calculate the union.","['a stacks adds items to one side and removes items from the other side.', 'a stacks adds items to the top and removes items from the top.', 'a stacks adds items to the top and removes items from anywhere in the stack.', 'a stacks adds items to either end and removes items from either end.']",1
83,What will this code fragment return?,"['A base case is the condition that allows the algorithm to stop recursing. It is usually a problem that is small enough to solve directly.', 'The base case is summary of the overall problem that needs to be solved.', 'The base case is passed in as an argument to a function whose body makes use of recursion.', 'The base case is similar to a base class, in that it can be inherited by another object.']",0
84,You encounter a FileNotFoundException while using just the filename in the open function. What might be the easiest solution?,"['The with keyword lets you choose which application to open the file in.', 'The with keyword acts like a for loop, and lets you access each line in the file one by one.', 'There is no benefit to using the with keyword for opening a file in Python.', 'When you open a file using the with keyword in Python, Python will make sure the file gets closed, even if an exception or error is thrown.']",3
85,what will this command return?,"['Virtual environments create a ""bubble"" around your project so that any libraries or packages you install within it don\'t affect your entire machine.', 'Teams with remote employees use virtual environments so they can share code, do code reviews, and collaborate remotely.', 'Virtual environments were common in Python 2 because they augmented missing features in the language. Virtual environments are not necessary in Python 3 due to advancements in the language.', 'Virtual environments are tied to your GitHub or Bitbucket account, allowing you to access any of your repos virtually from any machine.']",0
86,What does the // operator in Python 3 allow you to do?,"['python3 -m doctest <_filename_>', 'python3 <_filename_>', 'python3 <_filename_> rundoctests', 'python3 doctest']",0
87,What file is imported to use dates in python?,"['any function that makes use of scientific or mathematical constants, often represented by Greek letters in academic writing', 'a function that get executed when decorators are used', 'any function whose definition is contained within five lines of code or fewer', 'a small, anonymous function that can take any number of arguments but has only expression to evaluate']",3
88,What is the correct syntax for defining a class called Game?,"['You can access a specific element in a list by indexing to its position, but you cannot access a specific element in a tuple unless you iterate through the tuple', 'Lists are mutable, meaning you can change the data that is inside them at any time. Tuples are immutable, meaning you cannot change the data that is inside them once you have created the tuple.', 'Lists are immutable, meaning you cannot change the data that is inside them once you have created the list. Tuples are mutable, meaning you can change the data that is inside them at any time.', 'Lists can hold several data types inside them at once, but tuples can only hold the same data type if multiple elements are present.']",1
89,What is the correct syntax for calling an instance method on a class named Game?,"['None', 'An iterable object', 'A linked list data structure from a non-empty list', 'All the keys of the given dictionary']",1
90,What is the output of this code? (NumPy has been imported as np.)?,"['Instance attributes can be changed, but class attributes cannot be changed', 'Class attributes are shared by all instances of the class. Instance attributes may be unique to just that instance', 'There is no difference between class attributes and instance attributes', 'Class attributes belong just to the class, not to instance of that class. Instance attributes are shared among all instances of a class']",1
91,Suppose you have a string variable defined as y=â€‌stuff;thing;junk;â€‌. What would be the output from this code?,[''],-1
92,What is the output of this code?,[''],0
93,Which command will create a list from 10 down to 1? Example:,[''],-1
94,Which fragment of code will print exactly the same output as this fragment?,[''],-1
95,"Elements surrounded by [] are _, {} are _, and () are _.","['get_max_num([57, 99, 31, 18])', 'call.(get_max_num)', 'def get_max_num([57, 99, 31, 18])', 'call.get_max_num([57, 99, 31, 18])']",0
96,What is the output of this code? (NumPy has been imported as np.),"['-- This is a comment', '# This is a comment', '/_ This is a comment _\\', '// This is a comment']",1
97,What will this code print?,"['orange = my_list[1]', ""my_list[1] = 'orange'"", ""my_list['orange'] = 1"", 'my_list[1] == orange']",1
98,Which syntax correctly creates a variable that is bound to a tuple?,"['Nothing will happen; your computer knows when to stop running the code in the while loop.', 'You will get a KeyError.', 'Your code will get stuck in an infinite loop.', 'You will get a WhileLoopError.']",2
99,Which mode is not a valid way to access a file from within a Python script?,"['A queue adds items to either end and removes items from either end.', 'A queue adds items to the top and removes items from the top.', 'A queue adds items to the top, and removes items from anywhere in, a list.', 'A queue adds items to the top and removes items from anywhere in the queue.']",0
100,NumPy allows you to multiply two arrays without a for loop. This is an example of _.,[''],0
101,What built-in Python data type can be used as a hash table?,[''],-1
102,Which Python function allows you to execute Linux shell commands in Python?,[''],-1
103,Suppose you have the following code snippet and want to extract a list with only the letters. Which fragment of code will _not_ achieve that goal?,[''],-1
104,"When an array is large, NumPy will not print the entire array when given the built-in print function. What function can you use within NumPy to force it to print the entire array?","['defaultdict will automatically create a dictionary for you that has keys which are the integers 0-10.', 'defaultdict forces a dictionary to only accept keys that are of the types specified when you created the defaultdict (such as strings or integers).', 'If you try to read from a defaultdict with a nonexistent key, a new default key-value pair will be created for you instead of throwing a KeyError.', 'defaultdict stores a copy of a dictionary in memory that you can default to if the original gets unintentionally modified.']",2
105,When would you use a try/except block in code?,"[""fruit_info['variety'] == 'Red Delicious'"", ""fruit_info['variety'] = 'Red Delicious'"", ""red_delicious = fruit_info['variety']"", ""red_delicious == fruit_info['variety']""]",1
106,"In Python, how can the compiler identify the inner block of a for loop?","['when you want to minimize the use of strings in your code', 'when you want to run code in one file while code in another file is also running', 'when you want some code to continue running as long as some condition is true', 'when you need to run two or more chunks of code at once within the same file']",2
107,What Python mechanism is best suited for telling a user they are using a deprecated function,[''],-1
108,What will be the value of x after running this code?,[''],-1
109,How would you access and store all of the keys in this dictionary at once?,[''],0
110,What is wrong with this function definition?,[''],-1
111,"Given that NumPy is imported as np, which choice will return True?",[''],-1
112,How do you add a comment to existing Python script?,[''],-1
113,"In this code fragment, what will the values of c and d be equivalent to?",[''],-1
114,What two functions within the NumPy library could you use to solve a system of linear equations?,[''],0
115,What is the correct syntax for creating a variable that is bound to a list?,"['Intersect; union', '|; &', '&; |', '&&; ||']",2
116,This code provides the _ of the list of numbers.,"['It returns a 5x5 matric; each row will have the values 1,2,3,4,5.', 'It returns an array with the values 1,2,3,4,5', 'It returns five different square matrices filled with ones. The first is 1x1, the second 2x2, and so on to 5x5', 'It returns a 5-dimensional array of size 1x2x3x4x5 filled with 1s.']",3
117,What are the two main data structures in the Pandas library?,"['Make sure the file is on the system PATH', 'Create a symbolic link to allow better access to the file', 'Copy the file to the same directory as where the script is running from', 'Add the path to the file to the PYTHONPATH environment variable']",2
118,"Suppose you have a variale named vector of type np.array with 10,000 elements. How can you turn vector into a variable named matrix with dimensions 100x100?","['a set of all the multiples of 3 less then 100', 'a set of all the number from 0 to 100 multiplied by 3', 'a list of all the multiples of 3 less then 100', 'a set of all the multiples of 3 less then 100 excluding 0']",0
119,Which choice is an immutable data type?,"['Perform integer division', 'Perform operations on exponents', 'Find the remainder of a division operation', 'Perform floating point division']",0
120,What is the output of this code?,"['datetime', 'dateday', 'daytime', 'timedate']",0
121,Choose the option below for which instance of the class cannot be created,"['def Game(): pass', 'def Game: pass', 'class Game: pass', 'class Game(): pass']",2
122,"Using Pandas, we load a data set from Kaggle, as structured in the image below. Which command will return the total number of survivors?","['my_game = Game(self) self.my_game.roll_dice()', 'my_game = Game() self.my_game.roll_dice()', 'my_game = Game() my_game.roll_dice()', 'my_game = Game(self) my_game.roll_dice(self)']",2
123,How would you create a list of tuples matching these lists of characters and actors?,"['{0,2}', '[2]', '{2}', '[0,2,0,0]']",1
124,What will this statement return?,"['17', '4', '0', '3']",1
125,Jaccard Similarity is a formula that tells you how similar two sets are. It is defined as the cardinality of the intersection divided by the cardinality of the union. Which choice is an accurate implementation in Python?,"['[1,2,4,5]', '[1,3,4,5]', '[3,4,5]', '[1,2,3]']",1
126,Which choice is not a native numerical type in Python?,"['reversed(list(range(1,11)))', 'list(reversed(range(1,10)))', 'list(range(10,1,-1))', 'list(reversed(range(1,11)))']",3
127,What will be the output of this code?,[''],-1
128,"Given a list defined as numbers = [1,2,3,4], what is the value of numbers[-2]?",[''],0
129,Which statement about strings in Python is true?,[''],-1
130,What is the correct syntax for defining an init() method that takes no parameters?,[''],-1
131,Suppose you need to use the sin function from the math library. What is the correct syntax for importing only that function?,"['sets only; lists or dictionaries; tuples', 'lists; sets only; tuples', 'tuples; sets or lists; dictionaries', 'lists; dictionaries or sets; tuples']",3
132,What do you get if you apply numpy.sum() to a list that contains only Boolean values?,"['[2, 4]', '[3, 4]', '[4]', '[1,2]']",1
133,What will this code print?,"['The number is 3', 'the number is 3', 'THE NUMBER IS 3', 'It throws a TypeError because the integer must be cast to a string.']",0
134,"If you do not explicitly return a value from a function, what happens?","[""my_tuple tup(2, 'apple', 3.5) %D"", ""my_tuple [2, 'apple', 3.5].tuple() %D"", ""my_tuple = (2, 'apple', 3.5)"", ""my_tuple = [2, 'apple', 3.5]""]",2
135,it is often the case thet the pandas library is used for  data and NumPy for  data.,"[""write('w')"", ""scan('s')"", ""append('a')"", ""read('r')""]",1
136,What do you need to do to install additional packages into Python?,"['vectorization', 'attributions', 'accelaration', 'functional programming']",0
137,The image below was created using Matplotlib. It is a distribution plot of a list of integers filled with numbers using the function _ and plotted with _.,"['set', 'list', 'tuple', 'dictionary']",3
138,"In this code fragment, what will be the values of a and b ?","['sys.exc_info()', 'os.system()', 'os.getcwd()', 'sys.executable']",1
139,"When using NumPy in Python, how do you check the dimensionality (number and length of dimensions) of an object called my_object?",[''],0
140,,"['letters = my_dictionary.keys()', 'letters = [letter for (letter, number) in my_dictionary.items()]', 'letters4 = list(my_dictionary)']",-1
141,,"['set_printparams', 'set_printoptions', 'set_fullprint', 'setp_printwhole']",1
142,,"['You use try/except blocks when you want to run some code, but need a way to execute different code if an exception is raised.', 'You use try/except blocks inside of unit tests so that the unit testes will always pass.', 'You use try/except blocks so that you can demonstrate to your code reviewers that you tried a new approach, but if the new approach is not what they were looking for, they can leave comments under the except keyword.', 'You use try/except blocks so that none of your functions or methods return None.']",0
143,,"['because of the level of indentation after the for loop', 'because of the end keyword at the end of the for loop', 'because of the block is surrounded by brackets ({})', 'because of the blank space at the end of the body of the for loop']",0
144,,"['sys.stdout', 'traceback', 'warnings', 'exceptions']",2
145,,"['{1, 2, 3, 4, 5, 5, 6}', '{5, 6, 1, 2, 3, 4, 5, 6}', '{6, 1, 2, 3, 4, 5}', '{1, 2, 3, 4, 5, 6}']",3
146,,"['my_keys = fruit_info.to_keys()', 'my_keys = fruit_info.all_keys()', 'my_keys = fruit_info.keys', 'my_keys = fruit_info.keys()']",3
147,,"['name is a reserved word.', 'Underscores are not allowed in function names.', 'A non-default argument follows a default argument.', 'There is nothing wrong with this function definition.']",2
148,,[''],0
149,,[''],-1
150,,[''],-1
151,,[''],-1
152,,"['// This is a comment', '# This is a comment', '-- This is a comment', '/* This is a comment *\\']",1
153,,['A'],-1
154,,['B'],-1
155,,['C'],-1
156,,['D'],0
157,,"['linalg.eig() and .matmul()', 'linalg.inv() and .dot()', 'linalg.det() and .dot()', 'linalg.inv() and .eye()']",0
158,,"[""my_list = (2, 'apple', 3.5)"", ""my_list = [2, 'apple', 3.5]"", ""my_list = [2, 'apple', 3.5].to_list()"", ""my_list = to_list(2, 'apple', 3.5)""]",1
159,,"['mode', 'average', 'mean', 'median']",3
160,,"['Arrays and DataFrames', 'Series and Matrixes', 'Matrixes and DataFrames', 'Series and DataFrames']",3
161,,"['matrix = (vector.shape = (100,100))', 'matrix = vector.to_matrix(100,100)', 'matrix = matrix(vector,100,100)', 'matrix = vector.reshape(100, 100)']",3
162,,"['dictionnary', 'list', 'set', 'string']",3
163,,[''],-1
164,,[''],-1
165,,[''],0
166,,[''],-1
167,,"['Anonymous Class', 'Parent Class', 'Nested Class', 'Abstract Class']",3
168,,"[""sum(titanic['Survived'])"", ""[x for x in titanic['Survived'] if x == 1]"", 'len(titanic[""Survived""])', ""sum(titanic['Survived']==0)""]",0
169,,"['[(x,y)] for x in characters for y in actors]', 'list(zip(characters, actors))', '']",1
170,,['{x:y for x in characters for y in actors}'],-1
171,,"['a dictionary with x as a key, and x squared as its value; from 1 to 100', 'a dictionary with x as a key, and x squared as its value; from 1 to 99', 'a set of tuples, consisting of (x, x squared); from 1 to 99', 'a list with all numbers squared from 1 to 99']",1
172,,"['def jaccard(a, b): return len (a | b) / len (a & b)', 'def jaccard(a, b): return len (a & b) / len (a | b)', 'def jaccard(a, b): return len (a && b) / len (a || b)', 'def jaccard(a, b): return a.intersection(b) / a.union(b)']",1
173,,"['Long', 'Int', 'Float', 'Double']",3
174,,"['[3,2,3]', '[1, 2, 3, 1, 2, 3, 1, 2, 3]', 'You will get a type error.', '[3,6,9]']",1
175,,"['1', '3', '2', 'An IndexError exception is thrown.']",1
176,,"['Strings can be enclosed by double quotes ("") or single quotes (\').', ""Strings can only be enclosed in single quotes (')."", 'Single character strings must be enclosed in single quotes (\'), and the rest must be enclosed in double quotes ("").', 'Strings can only be enclosed in double quotes ("").']",0
177,,"['definit(self): pass', 'classinit(self): pass', 'classinit(): pass', 'definit(): pass']",3
178,,"['using math.sin', 'import math.sin', 'from math import sin', 'import sin from math']",2
179,,"['0', 'the count of all True values', 'a type error', 'None']",1
180,,"['True', 'foo', 'You will get an error message because constant integer values are not classes.', 'bar']",1
181,,"['If the return keyword is absent, the function will return True.', 'The function will enter an infinite loop because it will not know when to stop executing its code.', 'The function will return a RuntimeError if you do not return a value.', 'If the return keyword is absent the function will return None.']",3
182,,"['string:numerical', 'unstructured:structured', 'numerical:tabular', 'tabular:numerical']",0
183,,"['Use a C compiler like gcc or clang.', 'Use a package manager like pip or conda.', 'Use an IDE like Notepad++ or Idle.', 'Use a package manager like NPM or NuGet.']",1
184,,"['random.uniform(0,50);plt.hist', 'random.gauss(50,20);plt.hist', 'random();plt.scatter', 'random.triangular(0,50);plt.bar']",1
