,Question,Answers,Right Index
20,Mass storage inside a desktop computer case is usually found where?,"['in an expansion slot', 'attached to the front of the case', 'in a drive cage', 'on the motherboard']",2
21,Which statement about a modular power supply is true?,"['It is built from a cluster of smaller, easier-to-install power supplies.', 'Its power output can be varied to save electricity.', 'Its cables are detachable.', 'It has dedicated power reserved for different computer components.']",2
22,Which program controls the Windows startup sequence?,"['MSCONFIG', 'Task Manager', 'the Computer Management Console', 'the UEFI']",0
23,Angela ran a diagnostic that shows an ever-decreasing amount of memory in her computer. What could be the problem?,"['DRAM is failing.', 'A program has a memory leak.', ""There is no problem. It's normal for available memory to decrease the longer you use the system."", 'Another user has signed into the system']",1
24,Which type of power connector is this?,"['Edison', 'Molex', 'SATA', 'PCI']",1
25,What is the most important thing to do before opening a computer case?,"['Turn off and unplug the computer.', 'Disconnect all of the cables.', 'Close your programs, sign out of your account, and turn off the computer.', 'Ground yourself.']",0
26,"On a trackpad, what gesture commonly replaces ""center mouse wheel"" for things like scrolling through documents?","['pinch outward', 'scroll with thumb instead', 'two-finger swipe', 'force click and drag']",2
27,What is the name of the hardware that provides a computer with network access?,"['BIOS', 'RJ-45', 'NIC', 'Router']",2
28,Networking wire is referred to as _,"['CAT-5 or CAT-6 Ethernet cable', 'thin pair or twisted pair', 'asynchronous digital (AD) cable', 'coax cable']",0
29,"Miguel is working on the computer, and Jen needs to use it for a moment. What can Miguel do to provide for an easy transition?","['Shut down the system.', 'Sign out.', 'Restart the computer.', 'Let Jen take over.']",1
30,A _ allows you to plug computers into a central location to communicate on the same local area network.,"['server', 'layer 2 switch', 'wireless access point', 'firewall']",1
31,"After plugging in an external 3.5mm microphone, you stop hearing sound from the speakers. What is the most likely source of the problem?","['You have plugged the microphone into the 3.5mm audio output jack.', 'The sound is muted.', 'The sound card has crashed.', 'The computer has connected to a nearby Bluetooth headset.']",0
32,You think that the Internet is down. How can you know for certain?,"['all of these answers.', 'You cannot reach any websites.', 'The power is out.', 'The lights on the modem are off.']",0
33,An application is unresponsive. How can you effectively close it down?,"['Restart the computer.', 'Sign out.', 'Wait or set the application aside until it quits eventually on its own.', 'Use the Task Manager (Windows) or use Force Quit (Mac).']",3
34,How can you tell that the website you are visiting is sending and receiving data that has been encrypted?,"['The URL is HTTPS.', 'You are using an incognito window.', 'The site requires a login and password.', ""You can't tell because a website's security settings are not readily apparent in a browser window.""]",0
35,The client/server model best represents _.,"['multiple hosts interacting with a single computer', 'an application consisting of cooperating programs across the Internet', 'any program run by a user', 'a subscription service on the web']",0
36,The primary mass storage device is divided into two partitions. What would explain this arrangement?,"['There is one partition for the operating system and a separate partition for user data.', 'All drives contain a second partition for the MBR (Master Boot Record).', 'The drive is partitioned to maintain compatibility with older versions of the operating system.', 'The system has two users who are each getting a partition.']",0
37,"You are replacing a processor. How do you build the processor ""sandwich"", top-down?","['fan, paste, processor, socket', 'fan, processor, socket', 'fan, paste, processor, paste, socket', 'fan, processor, paste, socket']",0
38,The operating system tells you that a file is busy. What is the fastest way to attempt to make the file un-busy?,"['Run a disk-checking utility.', 'Close open programs.', 'Restart the computer.', 'Review the output of the netstat utility to check for incoming connections to the file.']",1
39,Which service allows clients to work remotely and supplies the clients with an IP address on the same local area network as the offce?,"['DNS', 'FTP', 'VPN', 'HTTP']",2
40,Al is about to update a software driver. What would be a wise thing to do first?,"['Back up all files.', 'Save data and close programs.', 'Remove the older driver.', 'Sign out of the operating system.']",0
41,What is the process of moving data and programs from an old computer to a new one called?,"['migration', 'An official term does not exist, though it is colloquieally referred to as a ""brain transplant.""', 'profile transfer', 'account cloning']",0
42,"The local network is up, but the computers cannot access the Internet. Your Internet configuration includes a modem, gateway (router), and a switch as separate devices. What should you do?","['Do nothing. Wait until service is restored.', 'Restart all computers on the network.', 'Restart the gateway (router).', 'Restart the modem.']",3
43,You notice that a program crashes at a specific time. Which tool can you use in Windows to discover the cause?,"['Task Manager', 'Event Viewer', 'Perfomance Monitor', 'Resource Monitor']",1
44,"While planning a conference at a center in the mountains, you call ahead to ensure that it has broadband Internet access. Which connection type would be an unsuitable choice?","['DSL', 'fiber optic', 'cable', 'dial-up']",3
45,What is a fixed disk,"['mass storage that has been repaired', 'nonremovable mass storage', 'any internal mass storage device', 'any mass storage device that is not a SSD']",1
46,What are the long-term and short-term categories of storage in a computer?,"['memory and permanent (drive) storage', 'SSD and HDD', 'RAM and ROM', 'standard memory and cache memory']",0
47,What is referred to by SSID,"[""Service Set Identifier, a wireless network's name"", 'an older security protocol for Wi-Fi networks', 'the server-side ID used to identify devices on a network', 'the MAC address broadcast for a wireless network']",0
48,Which is the standard color coding for audio jacks?,"['Gray: microphone / Black: speakers', 'Red: microphone / Green: speakers', 'Green: microphone / Pink: speakers', 'Green: speakers / Pink: microphone']",3
49,Which key assists limited keyboard layouts (such as on a laptop) with accessing the full range of keys?,"['Alt (Windows) or Option (Mac)', 'Meta', 'Fn', 'Shift']",2
50,You power up your computer and it starts in Safe Mode. What should you do?,"['Restart the computer', 'Work as you normally do until the problem is resolved', 'Reconfigure the startup sequence so that the system starts again normally', 'Determine the cause and address the issue']",3
51,Which security tool can be doubled up to offer additional protection without being redundant?,"['account protection', 'firewall', 'antivirus', 'backup']",3
52,The mouse pointer is behaving erratically. What should you do first?,"['Use the keyboard instead', 'Restart the computer', 'Clean the mouse, specifically its optical sensor, and ensure that you are using it on the proper surface', 'Disassemble the mouse to look for loose parts or corrosion']",2
53,How many wire pairs are in a CAT-5 cable?,"['8', '4', '5', '16']",1
54,What is the difference between a USB hub and a powered USB hub?,"['The powered hub has a power supply and is suitable for running powered peripherals.', 'A powered USB hub is found on the computer case; all other hubs are non-powered.', 'The powered hub supplies 12V of power, whereas the standard hub only 5V.', 'Powered hubs are external to the computer case.']",0
55,Which user has the smartest approach to online security?,"['Jarred uses a unique password for each site.', 'Jen uses the same password on each site, but with two-factor authentication.', 'Jason uses a unique password for each site along with two-factor authentication.', 'Jackie uses the same password on each site, but with a different user name.']",2
56,Which is an example of a phishing attach?,"['Yousef sees an onscreen notification indicating that an operating system is pending and instructing him to click a link to continue.', 'After visiting a website, Carla notices that her computer is running slowly.', 'Bob receives an email from his bank, asking him to click a link to verify his account.', ""Ellen's email inbox is flooded with unwanted advertising.""]",2
57,You receive a malware warning regarding a specific file. Which approach should you take to ensure you do not have false positive?,"['Restart in Safe Mode to remove the file.', 'Remove the file.', 'Run a thorough scan to validate the results.', 'Quarantine the file.']",2
58,What are the best tools to use for cleaning a computer?,"['Handheld vacuum cleaner, air can, soft flashlight.', 'air can, microfiber cloth, alcohol wipes, flashlight.', 'handheld vacuum cleaner, ammonia, alcohol, microfiber cloth.', 'air can, screwdriver, soft cloth, household cleaner.']",2
59,A computer power supply is measured in _.,"['watts', 'hertz', 'amperes', 'volts']",0
60,"If you had a 255.255.255.0 subnet mask, how many usable IP addresses would you have for hosts?","['24', '255', '254', '256']",2
61,Tania was told to address an issue in the UEFI. How is it accessed?,"['by using the System Configuration Utility (MSCONFIG)', 'from the BIOS', ""from the computer's startup menu"", 'on the network']",1
62,What is the technical reason why you must properly eject media?,"['File I/O is buffered. If you remove the media before the buffer is cleared, files remain open and potentially corrupt.', 'The Storage Inventory Manager (SIM) can lose its drive references, which may corrupt other storage in the system.', 'The drive must receive the eject signal and turn itself off, dropping the DTR signal and indicating the media is safe to remove.', 'The computer must stop the 5-volt signal to media, otherwise the drive may short.']",0
63,Which part of the network assigns an IP address?,"['the modem using TCP/IP protocol', 'the gateway/router using DHCP', ""the device's NIC based on the MAC address"", 'IP addresses are always assigned manually']",1
64,Expansion cards follow which current interface standard?,"['MCA', 'PCMCIA', 'ISA', 'PCIe']",3
