,Question,Answers,Right Index
28,You are developing a model for a graph database. Your data will be moved from a relational database into Neo4j. Which of these transformations apply?,"['Rows become labels: bales become nodes.', 'Tables become labels: rows become nodes.', 'Tables become collections: rows become items.', 'Rows become collections: tables become items.']",1
29,You need to execute a command for MongoDB that does NOT load values from the .mongorc.js file. What do you do ?,"['Delete the .monorc.js file and restart mongo shell.', 'Use the mongo shell to create a command with --norc option', 'Rem all lines in the .mongorc.js file ad restart mongo shell.', 'Use the mongo shell to create a command with --nodedefault option.']",3
30,You need to store an unordered collection of name-value pairs with differing data types in DynamoDB. Which data type should you choose?,"['map', 'set', 'list', 'stack']",0
31,Which statement retrieves an item from the MusicCollection table in DynamoDB?,"['aws dynamodb query --table-name MusicCollection --key file://key.json', 'aws dynamodb get-item --table-name MusicCollection --key file://key.json', 'aws dynamodb select --table-name MusicCollection --key file://key.json', 'aws dynamodb put-item --table-name MusicCollection --key file://key.json']",1
32,Database availability is measured by which metric?,"['the amount of service calls', 'the number of minutes', 'the amount of service costs', 'the number of nines']",3
33,You need to encrypt data at rest in DynamoDB. Which action do you take?,"['You assign a default AWS encryption key to your table to encrypt data.', 'You create an AWS encryption key and assign it to your table to encrypt data.', 'None. Data is encrypted by default.', 'You create an AWS encryption key and assign it to your database to encrypt data.']",2
34,"You need to generate a unique, sequential identifier for each value stored in a Redis cluster. What do you do?","['Implement a SortedSet object to generate a value.', 'Use the GUID keyword to generate a value.', 'Implement a List object to generate a value.', 'Use the INCR keyword to generate a value']",3
35,You want to return a list of all elements in two Redis sets. Which keyword do you use?,"['smembers', 'returnall', 'sunion', 'sismember']",0
36,"Which method shows you whether MongoDB uses any indexes when running a query, and how the indexes are used?","['detailQueryExecution()', 'showPlan()', 'explain()', 'describe()']",2
37,Which statement accurately describes global secondary indexes in DynamoDB?,"['The global secondary indexes in DynamoDB are consistent, and are not guaranteed to return correct results.', 'The global secondary indexes in DynamoDB are transactionally consistent, and are guaranteed to return correct results.', 'The global secondary indexes in DynamoDB are partially consistent, and are not guaranteed to return correct results.', 'The global secondary indexes in DynamoDB are eventually consistent, and are not guaranteed to return correct results.']",3
38,Which command do you use to add a value to a Redis stream named mystream?,"['ADD mystream * sensor-id 1234 temperature 19.8 1518951480106-1', 'UPDATE mystream * sensor-id 1234 temperature 19.8 1518951480106-3', 'XADD mystream * sensor-id 1234 temperature 9.8 1518951480106-0', 'INSERT mystream * sensor-d 1234 temperature 19.8 15181480106-2']",2
39,"Which code example completes this statement and creates an index for a MongoDB object named restaurants, sorted ascending by the field name?","['const results = yield db.table(\'restaurants\').createIndex({""name"": 1}, null); return results;', 'const results = yield db.collection(\'restaurants\').createIndex({""name"": 0}, null); return results;', 'const results = yield db.collection(\'restaurants\').createIndex({""name"": 1}, null); return results;', 'const results = yield db.table(\'restaurants\').createIndex({""name"": 0}, null); return results;']",2
40,Which Cypher code executes the multiquery block?,[''],-1
41,You need to create a scalable database that supports immutable writes. What do you use?,[''],-1
42,"You need to create a data store for the catalog for your new ecommerce application. Your company is a startup, so the catalog schema may evolve. Which do you choose?",[''],-1
43,You need to select a NoSQL database for heavy aggregate query workloads. Which type do you choose?,[''],-1
44,You need to select a columnstore database that enforce built-in data types. You want to add indexes to improve performance for known workloads. Which do you choose?,"['A ledger database', 'A graph database', 'A key-value database', 'A columnstore database']",0
45,"In DynamoDB, the partition key and sort key are also known as which type of attributes?","['Neo4j', 'Redis', 'MySQL', 'MongoDB']",3
46,"What is a popular, open-source key-value store database?","['graph', 'key-value', 'document', 'columnstore']",3
47,You need to create a scalable database to store and query JSON data. What do you use?,"['Cassandra', 'Bigtable', 'Redis', 'HBase']",2
48,,"['range, hash', 'primary, range', 'hash, range', 'range, secondary']",2
49,,"['MongoDB', 'Redis', 'MySQL', 'Cassandra']",1
50,,"['relational DB', 'document DB', 'graph DB', 'ledger DB']",1
