,Question,Answers,Right Index
21,What is the default case sensitivity of the JSON Unmarshal function?,"['resp, err := http.Post(""https://httpbin.org/post"", ""text/plain"", []byte(data))', 'resp, err := http.Post(""https://httpbin.org/post"", ""text/plain"", data)', 'resp, err := http.Post(""https://httpbin.org/post"", ""text/plain"", strings.NewReader(data))', 'resp, err := http.Post(""https://httpbin.org/post"", ""text/plain"", &data)']",2
22,What is the difference between the time packageâ€™s Time.Sub() and Time.Add() methods?,"['Saveable', 'SaveInterface', 'ISave', 'Saver']",3
23,What is the risk of using multiple field tags in a single struct?,"['does not create; creates', 'does not create; does not create', 'creates; creates', 'creates; does not create']",2
24,Where is the built-in recover method useful?,"['The default behavior is case insensitive, but it can be overridden.', 'Fields are matched case sensitive.', 'Fields are matched case insensitive.', 'The default behavior is case sensitive, but it can be overridden.']",0
25,Which choice does not send output to standard error?,"['Time.Add() is for performing addition while Time.Sub() is for nesting timestamps.', 'Time.Add() always returns a later time while time.Sub always returns an earlier time.', 'They are opposites. Time.Add(x) is the equivalent of Time.Sub(-x).', 'Time.Add() accepts a Duration parameter and returns a Time while Time.Sub() accepts a Time parameter and returns a Duration.']",3
26,How can you tell Go to import a package from a different location?,"['Every field must have all tags to compile.', 'It tightly couples different layers of your application.', 'Any tags after the first are ignored.', 'Missing tags panic at runtime.']",1
27,"If your current working directory is the top level of your project, which command will run all its test packages?","['in the main function', 'immediately after a line that might panic', 'inside a deferred function', 'at the beginning of a function that might panic']",2
28,Which encodings can you put in a string?,"['println(message)', 'log.New(os.Stderr, """", 0).Println(message)', 'fmt.Errorf(""%s\\n"", message)', 'fmt.Fprintln(os.Stderr, message)']",0
29,How is the behavior of t.Fatal different inside a t.Run?,"['Use a proxy.', 'Change the import path.', 'Use a replace directive in go.mod.', 'Use a replace directory.']",2
30,What does log.Fatal do?,"['go test all', 'go run --all', 'go test .', 'go test ./...']",3
31,Which is a valid Go time format literal?,"['any, it accepts arbitary bytes', 'any Unicode format', 'UTF-8 or ASCII', 'UTF-8']",3
32,How should you log an error (err),"['There is no difference.', 't.Fatal does not crash the test harness, preserving output messages.', 't.Fatal stops execution of the subtest and continues with other test cases.', 't.Fatal stops all tests and contains extra information about the failed subtest.']",2
33,Which file names will the go test command recognize as test files?,"['It raises a panic.', 'It prints the log and then raises a panic.', 'It prints the log and then safely exits the program.', 'It exits the program.']",2
34,What will be the output of this code?,"['""2006-01-02""', '""YYYY-mm-dd""', '""y-mo-d""', '""year-month-day""']",0
35,What will be the output of this program?,"['log.Error(err)', 'log.Printf(""error: %v"", err)', 'log.Printf(log.ERROR, err)', 'log.Print(""error: %v"", err)']",1
36,What will be printed in this code?,"['any that starts with test', 'any files that include the word test', 'only files in the root directory that end in _test.go', 'any that ends in _test.go']",3
37,What is the common way to have several executables in your project?,"['0', 'It will deadlock', 'It will not compile', '2.718']",1
38,How can you compile main.go to an executable that will run on OSX arm64 ?,"['It will deadlock', 'It will panic', '0', 'NaN']",2
39,What is the correct syntax to start a goroutine that will print Hello Gopher!?,"['0', '0.000000', 'The code will panic', 'NaN']",1
40,"If you iterate over a map in a for range loop, in which order will the key:value pairs be accessed?","['Have a cmd directory and a directory per executable inside it.', 'Comment out main.', 'Use build tags.', '] Have a pkg directory and a directory per executable inside it.', 'ackoverflow', 'ium', 'ium']",0
41,What is an idiomatic way to customize the representation of a custom struct in a formatted string?,"['Set GOOS to arm64 and GOARCH to darwin.', 'Set GOOS to osx and GOARCH to arm64.', 'Set GOOS to arm64 and GOARCH to osx.', 'Set GOOS to darwin and GOARCH to arm64.']",3
42,,"['go(fmt.Println(""Hello Gopher!""))', 'go func() { fmt.Println(""Hello Gopher!"") }', 'go fmt.Println(""Hello Gopher!"")', 'Go fmt.Println(""Hello Gopher!"")']",2
43,,"['in pseudo-random order that cannot be predicted', 'in reverse order of how they were added, last in first out', 'sorted by key in ascending order', 'in the order they were added, first in first out']",0
44,,"['There is no customizing the string representation of a type.', 'Build it in pieces each time by calling individual fields.', 'Implement a method String() string', 'Create a wrapper function that accepts your type and outputs a string.']",2
