,Question,Answers,Right Index
27,"Which line of code, if applied to all flex items in a flex container, would cause each flex item to take up an equal share of the total width of the container? For example, if there are four items, they would get 25% of each/","['inserting content that cannot be seen by screen readers', 'fixing an Internet Explorer 11 bug', 'clearing floats in float-based layouts', 'creating a new block formatting context']",2
28,A video on your webpage does not display and the console shows an error about mixed content. What is happening?,"['String[] galaxies = new Array(""Milky Way"", ""Whirlpool"", ""Andromeda"");', 'let galaxies = {Milky Way, Whirlpool, Andromeda};', 'galaxies = [""Milky Way"", ""Whirlpool"", ""Andromeda""];', 'var galaxies = {""Milky Way"", ""Whirlpool"", ""Andromeda""};']",2
29,What will this loop print?,"['Items display in a row, lined up at the start, and do not stretch to fill the container', 'Items display in a column, lined up at the start, and do not stretch to fill the container', 'Items stay in a column until you add some flex properties.', 'Items display in a row, lined up at the start, and stretch to fill the container']",0
30,You have placed an image in a directory named images and want to reference it from a page located in the root of your site. Which choice would correctly display the image on the page?,"['flex: 1 0 0;', 'flex: initial;', 'flex: 1 1 auto;', 'flex: 1 0 auto;']",2
31,Which choice is a correct use of the parseInt() function in Javascript that parses a string and return an integer?,"['The webapge is using a DOCTYPE, which renders it incapable of displayed video in addition to other web content.', 'Your browser does not support HTML5 video.', 'The video is from a source that cannot be displayed in your location for legal reasons.', 'The page is loaded via HTTPS, but the video is being served insecurely as HTTP and the browser is blocking it.']",3
32,How can you rewrite this function using arrow function syntax?,"['skrt skrt skrt', 'skrt skrt', 'skrt skrt skrt skrt', 'nothing']",3
33,Lighthouse is a tool for auditing your website. Which choice is not a category of report offered by Lighthouse?,"['< img src=""image.jpg"">', '< a href=""images/image.jpg"">', '< img src=""images/image.jpg"">', '< img href=""image.jpg"">']",2
34,"In the context of this code, how would you describe user?","['parseInt(""six"");', ""parse_int('6');"", 'parseInt(""6"");', 'parseint(""6"");']",2
35,"A webpage has rel=""preconnect"" added to a link resource. What will this do?","['let product => (x,y) {  x * y; }', 'let product = (x,y) => x*y;', 'let product => x*y;', 'let product = (x,y) -> x*y;']",1
36,Which choice is not a render blocking resource?,"['performance', 'UX design', 'accessibility', 'SEO']",1
37,Which choice does not provide information on browser support for a particular CSS property?,"['function', 'array', 'variable', 'object']",3
38,"You have a set of images that are slightly different sizes and aspect ratios. You don't mind if you crop off some of the image, but you want each image to completely fill a square box without being distorted. Which property and value would achieve this?","['It will tell the browser that this link is a site belonging to the current domain.', 'It will do nothing a because this is a deprecated attribute that browsers do not support.', 'It will tell the browser that a connection will be made to another origin and to start getting ready as soon as possible.', 'It will tell the browser that a resource is needed, and that it should start getting fetched as soon as possible.']",2
39,"what does the CSS selector a[href$=""org""] select?","['images', 'HTML', 'CSS', 'JavaScript']",0
40,Which choice is not a result of invoking strict mode in JavaScript?,"['the ""Can I Use"" website', 'the Web Platform Tests Suite', 'the CSS specification', 'MDN property pages']",1
41,"In normal flow, some elements display as block elements default and others inline. which choice contains only block-level by default elements?**","['object-fit: contain', 'object-fit: stretch', 'object-fit: all', 'object-fit: cover']",3
42,"Which line would you add to this code to add ""Cosmos"" to the list of currencies using JavaScript?","['all \\ tags whose href attribute begins with ""org""', 'all \\ tags whose href attribute equals ""org""', 'all \\ tags whose href attribute ends with ""org""', 'all \\ tags whose href attribute contains ""org""']",2
43,How would you change this code to make Vanilla selected by default?,"['it eliminates some JavaScript silent errors by changing them to throw errors.', 'it prohibits some syntax likely to be defined in future versions of ECMAScript.', 'it forces the writing of valid HTML and CSS.', 'it fixes mistakes that make it difficult for JavaScript engines to perform optimizations.']",2
44,"_ moves an element completely out of the page's normal layout flow, like it is sitting on its own separate layer. From there, you can fix it in a position relative to the edges of the page's <html> element (or its nearest positioned ancestor element)?","['ul, li, a', 'p, b, h3', 'div, p, em', 'div, main, h1']",3
45,"You have created a box that has a height set with CSS. Which line of CSS would add scroll bars if the content is taller than the box, but leave no visible scroll bars if the content fits into the box?","['currencies.push(""Cosmos"");', 'Array.append(""Cosmos"", currencies);', 'currencies.add(""Cosmos"");', 'currencies(2) = ""Cosmos"";']",0
46,"Which array method should you apply to run a function for every item within an array, returning an array of all items for which the function is true?","['<input type=""radio"" value=""vanilla"" checked>', '<input type=""radio"" value=""vanilla"" check>', '<input type=""radio"" value=""vanilla"" selected>', '<input type=""radio"" value=""vanilla"" on>']",0
47,"The image below has float: left applied. Text wraps the float on the right and bottom. How would you force the second paragraph to start underneath the float, leaving a gap after the preceding paragraph?","['Sticky positioning', 'Absolute positioning', 'Relative positioning', 'Fixed positioning']",1
48,You want to create striped table rows using CSS without adding a class to any element. Which CSS would correctly apply the background color to every odd row in your table?,"['.box { overflow: scroll; }', '.box { overflow: scroll-x; }', '.box { overflow: auto; }', '.box { overflow: none; }']",2
49,You are designing a site and creating a navigation bar linking to the main sections. Which HTML element should you use to indicate that this is the main navigation?,"['every()', 'map()', 'forEach()', 'filter()']",3
50,You discover that CSS is being loaded on a website using the following code. Why might a web developer have done this?,"['Apply float: left to the second paragraph.', 'Apply clear: right to the floated item.', 'Apply clear: left to the second paragraph.', 'Apply clear: left to the floated item.']",2
51,The flex property is often applied to flex items with a value of 1. Using flex: 1 is a shorthand - what does it unpack to?,"['tr:nth-child(2) { background-color: #ccc; }', 'tr:nth-child(2n+1) { background-color: #ccc; }', 'tr:nth-child(2+1) { background-color: #ccc; }', 'tr:nth-child(2n) { background-color: #ccc; }']",1
52,"What does the term ""tree shaking"" mean with regard to JavaScript performance?","['<nav>', '<navigation>', '<main>', '<ul>']",0
53,What is WebP?,"['The CSS is being loaded asynchronously in order to prevent render blocking.', 'This will stop the CSS being loaded for old browsers that do not support the techniques in use.', 'This is part of a stylesheet-switching script to load different themes for the site.', 'This will stop the CCS being loaded on slow data connections.']",0
54,"Your website uses CSS Grid Layout extensively, and a visitor who navigates using the keyboard tells you that they seem to jump erratically all over the screen when navigating. What is the most likely problem?","['flex: 0 0 100;', 'flex: 1 0 0;', 'flex: 0 0 auto;', 'flex: 1 1 auto;']",1
55,What is the definition of the phrase â€œTime to Interactiveâ€‌?,"['only using code that is supported by the newest browsers, and serving the site without JavaScript to old browsers', 'removing unused code from the JavaScript files', 'splitting code into various bundles so that decisions can be made on loading priority', 'allowing the browser to ignore code it believes will perform badly']",1
56,What is yarn?,"['a method of auditing performance that gives your site a score, which is then used for Google ranking', 'a next-generation image format offering a smaller file size than equivalent PNG or JPEG images', 'a new font format that allows a single font to display at different styles and weights', 'a next-generation PDF format that offers a smaller file size and better accessibility than standard PDF documents']",1
57,What is the name of the event that occurs when the mouse pointer hovers over an element?,"[""The visitor's browser does not have full support for CSS Grid Layout."", 'Items have been positioned in such a way that they are in a different order to the source.', 'The browser has a keyboard navigation bug.', 'You need to add the tabindex attribute to elements.']",1
58,"What is meant by the term ""polyfill"" when used in web development?","['when the browser displays the first bit of content from the DOM', 'when the user can consistently interact with all of the page elements', 'when HTML has loaded, but not necessarily JavaScript, CSS, or images', 'when the user can see the webpage on the screen']",1
59,Which choice is not a JavaScript framework?,"['a JavaScript framework that is leaner than React', 'a JavaScript bundler', 'a testing framework', 'a JavaScript package manager']",3
60,What does setting aria-live=polite on a live region achieve?,"['load', 'mouseover', 'hover', 'focus']",1
61,Review the CSS below. What color would you expect the background color of the element with a class of .box to be?,"['It is a piece of code that provides modern functionality in browsers that do not support it.', 'It is a piece of code that hides broken content from old browsers.', 'It is a term for languages such as Saas that compliles to CSS.', 'It is a script that runs to add vendor prefixes to modern CSS.']",0
62,Which CSS property and value would correctly remove the bullets from a list item?,"['Angular', 'Laravel', 'Vue', 'React']",1
63,Which code example would center .box inside .container?,"['The screen reader will not notify the user of changes to live regions.', 'The screen reader will wait until there is a pause to announce changes.', 'The screen reader will announce all changes immediately.', 'The screen reader will use a polite voice when announcing changes.']",1
64,"CSS Logical Properties and Values now have wide-ranging support in browsers. If you wanted to use the logical version of width, which property name would you choose?","['black', 'blue', 'transparent', 'white']",2
65,Which color value will create a background color that is semitransparent?,"['list-tem: none', 'bullets: hidden', 'list-style-type: none', 'list-bullet: none']",2
66,"In a grid layout, which property will create gaps between the rows in the grid?",['A'],-1
67,"You are creating a responsive design, but when you view your site on a smaller screen, you notice that images are causing a horizontal scroll bar. How can you solve this problem without stretching any images out of shape?",['B'],0
68,The CSS box model describes how the parts of a CSS box fit together and the size of the box. What is the actual width of the following box's visible part under the standard box model?,['C'],-1
69,How would you round the value 11.354 to the nearest full integer?,['D'],-1
70,What is the JavaScript compiler Babel used for?,"['block-width', 'inline-size', 'inline-width', 'block-size']",1
71,What is the correct way to link to an external stylesheet from the head of an HTML document?,"['rgb(18, 138, 125)', '#128a7d', 'rgba(18, 138, 125,.5)', 'hsl(174, 77%, 31%)']",2
72,Which href attribute creates a link to the telephone number 1-(704) 555-1151?,"['row-gap', 'rowgap', 'gutter', 'row-gutter']",0
73,"In the color value hsl(38, 90%, 60%), what does 38 represent?","['Set object-fit: contain on the images.', 'Set max-width: 100% on the images.', 'Set width: 100% on the images.', 'Set resize: true on the images.']",1
74,What is a skiplink?,"['230px', '220px', '200px', '260px']",1
75,,"['round(11.354);', 'Math.round(11.354);', 'Math.rnd(11.354);', 'Maths.round(11.354);']",1
76,,"['converts ECMAScript 2015+ code into backward compatible version of JS to support older browsers', 'used to bundle individual JS files for use in your website', 'convert older JS code into modern ECMAScript 2015+ code', 'it is a SSR library that can enhance SEO and accessibility of your site']",0
77,,"['<link rel=""stylesheet"" href=""styles.css"">', '<script type=""text/css"" href=""styles.css""></script>', '<script type=""text/css"" src=""styles.css"">', '<link rel=""css"" href=""styles.css"">']",0
78,,"['href = ""tel:+17045551151""', 'href=""17045551151""', 'href=""phone:+1704551151""', 'href=""call:+17045551151""']",0
79,,"['the tint of the color matching 38 degrade on the color wheel', 'the opacity of the color indicating 38% of fully opacity', 'the brightness of the color matching a brightness of 38%', 'the intensity of the color matching an intensity of 38%']",0
80,,"['a replacement for inaccessible navigation', 'a method of allowing a screen-reader user to skip between headings', 'a link placed early in the  to allow the user to skip to the main content', 'a link to allow users to skip video that automatically plays on a website']",2
