,Question,Answers,Right Index
31,You have two text fields in your document and you'd like both to be quickly searchable. What should you do?,"['Create a text index on each field.', 'MongoDB is not able to do this.', 'Create a compound text index using both fields.', 'Create a text index on one field and a single field index on the other.']",0
32,"To import a CSV file into MongoDB, which command should you issue?","['mongorestore', 'mongoi', 'upload', 'mongoimport']",3
33,"In an MongoDB mapReduce command, the reduce function should _.","['access the database', 'be called only when the key has a single value', 'access the database only to perform read operations', 'not access the data']",3
34,"On a newly created collection, which field will have an index?","['the name field', 'the ObjectId field', 'the _id field', 'no field will have an index']",2
35,You have a collection of thousands of students. You'd like to return the second set of 20 documents from the sorted collection. What is the proper order in which to apply the operations?,"['limit, skip, sort', 'sort, limit, skip', 'limit, sort, skip', 'sort, skip, limit']",3
36,You would like the stats() command to return kilobytes instead of bytes. Which command should you run?,"['db.vehicle.stats(1024)', 'db.vehicle.stats(""kilobytes"")', 'db.vehicle.stats(true)', 'db.vehicle.stats(""kb"")']",0
37,You want to modify an existing index. What is the best way to do this?,"['Use the reIndex() command to modify the index.', 'Delete the original index and create a new index.', 'Call the createIndex() command with the update option.', 'Use the updateIndex() command.']",1
38,You need to delete the index you created on the description field. Which command will accomplish this?,"['db.vehicle.dropIndex(""description_text"")', 'db.vehicle.dropIndex({""description"":""text""})', 'db.vehicle.removeIndex({""description"":""text""})', 'db.vehicle.removeIndex(""description_text"")']",0
39,You would like to know how many different categories you have. Which query will best get the job done?,"['db.vehicle.distinct(""category"")', 'db.vehicle.unique(""category"")', 'db.vehicle.distinct(""category"").count()', 'db.vehicle.distinct(""category"").length']",3
40,"From the MongoDB shell, how do you create a new document in the customers collection?","['db.customers.add({name: ""Bob""})', 'db.customers.save({name: ""Bob""})', 'db.customers.create({name: ""Bob""})', 'db.customers.new({name: ""Bob""})']",1
41,Which field is required of all MongoDB documents?,"['_id', '_name', 'ObjectId', 'mongoDB is schema-less so no field is required']",0
42,A MongoDB instance has at least what three files?,"['data, namespace, and journal', 'namespace, journal, and log', 'journal, data, and database', 'data, log, and journal']",0
43,"You'd like a set of documents to be returned in last name, ascending order. Which query will accomplish this?","['db.persons.find().sort({lastName: -1}}', 'db.persons.find().sort({lastName: 1}}', 'db.persons.find().sort({lastName: ascending}}', 'db.persons.find().sort({lastName: $asc}}']",1
44,What is NOT a standard role in MongoDB?,"['restore', 'read/write', 'dbadmin', 'delete collections']",2
45,Which MongoDB shell command deletes a single document?,"['db.customers.delete({_id: 1});', 'db.customers.drop({_id: 1});', 'db.drop.customers({_id: 1});', 'db.customers.remove({_id: 1});']",3
46,"Using the MongoDB shell, how do you remove the customer collection and its indexes?","['db.customers.remove({}).indexes();', 'db.customers.remove({});', 'db.customers.drop();', 'db.customers.delete();']",2
47,"By default, applications direct their read operations to which member of the replica set?","['primary', 'arbiter', 'secondary', 'backup']",0
48,You need to get the names of all the indexes on your current collection. What is the best way to accomplish this?,"['db.people.getName();', 'db.people.reIndex({names: 1});', 'db.people.getIndexKeys();', 'db.people.getIndexes();']",3
49,You are going to do a series of updates to multiple records. You find setting the multi option of the update() command too tiresome. What should you do instead?,"['Use the replaceMany() command instead', 'Use the updateMulti() command instead', 'Use the updateMany() command instead', 'Set the global multi option to True']",2
50,"To cleanly shut down MongoDB, what command should you use from the MongoDB shell?","['quit()', 'exit()', 'db.shutdownServer()', 'db.shutdown()']",2
51,"Given a customer collection which includes fields for gender and city, which aggregate pipeline shows the number of female customers in each city? (Alternative: How can you view the execution performance statistics for a query?)","['db.members.aggregate([ {$match: {gender: ""Female""}}, {$group: {_id: {city: ""$city""}, number: {$sum: 1}}}, {$sort :{number: -1}}])', 'db.members.find({$match: {gender: ""Female""}}, {$group: {_id: {city: ""$city""}, number: {$sum: 1}}}.$sort ({number: -1})', 'db.members.find([ {$match: {gender: ""Female""}}, {$group: {_id: {city: ""$city""}, number: {$sum: 1}}}, {$sort :{number: -1}}])', 'db.members.aggregate([ {$match: {gender: ""Female""}}, {$sort :{number: -1}}])']",0
52,"When no parameters are passed to explain(), what mode does it run in?","['wireTiger mode', 'executionStats mode', 'queryPlanner mode', 'allPlansExecution mode']",2
53,What is the correct query to find all of the people who have a home phone number defined?,"[""db.person.find({exists: 'homePhone'});"", 'db.person.exists({homePhone: true});', 'db.person.find({homePhone: {$exists: true}});', ""db.person.has('homePhone');""]",2
54,Which file in the MongoDB directly holds the MongoDB daemon?,"['mongodb', 'mongo-daemon', 'daemon', 'mongod']",1
55,"You have just secured your previously unsecured MongoDB server, but the server is still not requiring authentication. What is the best option?","['Restart the mongod process.', 'Issue the secure() command.', 'Issue the mongoimport command.', 'Issue the authenticate() command.']",0
56,What is the most accurate statement regarding MongoDB and ad hoc queries?,"['MongoDB does not allow ad hoc queries; all queries require an index.', 'Ad hoc queries are allowed only in the paid version.', 'Ad hoc queries are allowed only through the ad hoc command.', 'MongoDB allows ad hoc queries.']",0
57,"In MongoDB, what does a projection do?","['allows you to do a calculation on the results', 'allows you to run queries on the server', 'allows you to select which fields should be in the return data', 'allows you to format the results for a display']",2
58,"To remove a database and all of its records from MongoDB, what operator should you use?","['dropDatabase()', 'removeAll()', 'clear()', 'deleteDatabase()']",0
59,What option can be passed to start the MongoDB shell without connecting to a database?,"['-db=null', '--shell-only', '--free', '-nodb']",3
60,How can you improve the appearance of the output JSON that contains the _id?,"['Use db.collection.set({$_id:pretty})', 'Create a second index', 'Use db.collection.format(numeric)', 'Use $_id = value']",2
61,What happens to a Replica set oplog if it runs out of memory?,"['The oplog will be saved on one of the secondary servers.', ""The oplog is capped collection and can't run out of memory"", 'The MongoDB instance will fail', 'The oplog will stop recording logging information']",0
62,MongoDB ships with a variety of files. Which file runs the MongoDB shell?,"['mongo', 'mongo-s', 'shell', 'mongo-shell']",0
63,How can you view the execution performance statistics for a query?,"['db.performance.members.aggregate([ {$match: {gender: ""Female""}}, {$group: {_id:{city:""$city""}, number: {$sum: 1}}}, {$sort : {number: -1}}])', 'db.members.aggregate([ {$match: {gender: ""Female""}}, {$group: {_id: {city: ""$city""}, number:{$sum:1}}}, {$sort: {number:-1}}]).explain(""executionStats"")', 'db.members.aggregate([ {$match: {gender: ""Female""}}, {$group:{_id: {city: ""$city""}, number: {$sum: 1}}}, {$sort: {number: -1}}]).explain()', 'db.members.aggregate([ {$match: {gender: """"""Female""""""}}, {$group: {_id: {city: """"""$city""""""}, number: {$sum:1}}}, {$sort: {number: -1}}]).number()']",1
64,"From the MongoDB shell, how do you execute a JavaScript file named list.js?","[""node 'list.js'"", ""exec('list.js)"", ""run('list.js)"", ""load('list.js)""]",3
65,Which MongoDB shell query will sort the customer's collection by name descending?,"['db.customers.sort({name: -1}.find({})', 'db.customers.sort({name: -1})', 'db.customers.find({}).sort({name: -1})', 'db.customers.find({}).sort({name: 1})']",2
66,Suppose you are using the mongoimport command to import personnel data and there is a unique index on the email field. What happens when there are duplicate emails in the import?,"['The import command aborts without importing any records.', 'The import command imports records upto but not including the record, and then aborts.', ""The import command doesn't import the bad document but does import the rest."", 'The import command prompts you to correct the bad record.']",3
67,You have a collection with millions of documents. Each time you attempt to sort. MongoDB runs out of memory. What might help?,"['Use the purge operator before the sort.', 'Return the entire collection and sort on the client.', 'Pass the --more-memory option.', 'Create an index on the field you are sorting.']",3
68,You need to be able to quickly find a word in a text field. What should you do?,"['Create a text index on the field and do a $text Query.', 'Create an single field index in descending order, and do a query for the word.', 'Do a $text query.', 'Create a $regex on the fields, and do a $regex query.']",2
69,Which field is always included in a projection unless specifically excluded?,"['index', 'Name', '_id', 'row number']",2
70,"After installing MongoDB on your machine, what must you do before launching Mongo?","['Create a user account.', 'Register online.', 'Create a data directory.', 'Establish security credentials.']",3
71,How does a --jsonArray file need to be structured?,"['as a properly formatted JSON array', 'as YAML', 'as plain text', 'as a BSON object']",0
72,"From the MongoDB shell, how do you display all of a database's memory usage?","['db.size()', 'db.info()', 'db.memory()', 'db.stats()']",-1
73,How do you create a new MongoDB user?,"['db.createUser({})', 'db.insert({user: 1})', 'db.customers.newUser({})', 'db.newUser({})']",0
74,What is the internal data structure of a MongoDB document?,"['JSON (JavaScript Object Notation)', 'BSON (Binary JSON)', 'ORM (object relational mode)', 'MBF (MongoDB binary format)']",0
75,Which projection shows only the FirstName and lastName fields of a document in the customers collection?,"['db.customers.find({}, {firstName: 1, lastName: 1})', 'db.customers.find({}, {_id:0, firstName: 1, lastName: 1})', 'db.customers.find({_id: 0, year: 1, maek: 1, model: 1})', 'db.customers.find({}).project({firstName: 1, lastName: 1})']",1
76,Documents in mongodb are atomic at the ___ level,"['database', 'field', 'no', 'document']",3
77,What should the priority of a member be in order to prevent it from becoming the primary in replica set?,"['1', 'null', '0', '-1']",2
78,You need to add an index to the large name collection in your production database. You do not want to have disruption of service for your users and you can't afford to have a team to do the work during after hours. What should you do?,"['Use the reIndex() command to add the index quickly.', 'Use the createIndex() command with the option background = true.', 'Use the createIndex() command.', 'Use the createIndex() command with the option parallel = true.']",1
79,When using aggregation $convert. which is not a parameter?,"['input', 'output', 'to', 'onError']",1
80,All tag values in tag sets must be _.,"['JSON', 'integers', 'strings', 'XML']",2
