,Question,Answers,Right Index
71,What two nonnumerical characters can numbers contain?,"['Wrap the comments in single quotes and place it at the bottom of the file.', 'Wrap the comments in double parentheses.', 'Escape comments by placing two slashes at the start of the comment.', 'JSON does not support comments.']",3
72,What JavaScript method is used to load JSON data?,"['name: ""bb-8""', '""name"": \\\'bb-8\\\'', '""name"": ""bb-8""', '""name"": bb-8']",2
73,How are the values in an array separated?,"['with brackets', 'with colons', 'with commas', 'with parentheses']",2
74,What is the minimum number of values in an array?,"['any language, as JSON is language agnostic.', 'Ruby', 'JavaScript', 'Python']",0
75,"In JSON, a set of brackets ([]) is used to denote _, whereas curly braces ({}) denote _.","['only numbers', 'any valid JSON value', 'only strings and numbers', 'only strings']",1
76,"How does JSON represent truth, falsity and nullness?","['reserialization', 'nesting', 'memorization', 'minimization']",1
77,"If an object key contains spaces, how can you access its value in JavaScript?","['[]', '{}', '""""', '()']",1
78,"When parsing JSON, ""caching"" is a method used to _.","['text/json', 'text/javascript', 'application/json', 'data/json']",2
79,What is the only valid whitespace character within a string that does not require an escape character?,"['/', '""', '-', ':']",1
80,What technique can you use to safely encode very large numbers?,"['to provide a simple way to serialize and deserialize data between different sources', 'to provide a way to store data for machine learning', 'to provide an archival solution for data warehousing', 'to provide a way for JavaScript to run other languages']",0
81,Which code is a valid JSON equivalent of the key/value pair shown that also preserves the data type?,"['No, but you can sort the keys with JSON.sort().', 'Yes, object keys are always ordered alphabetically.', 'Yes, but only when the object is first parsed.', 'No, you can never assume object keys will be in order.']",0
82,"Based on the JSON object shown, which JavaScript code would you use to find out what is in this vehicle's glove box while assigning the glove box contents to a new variable?","['*', '#', '^', '""']",3
83,What characters are used to define an object?,"['10,000', '1000', 'There is no defined limit.', '1 million']",2
84,The JSON structure features nested objects and arrays. Sometimes the data containing these features exists in relational databases. How is the relational structure different that JSON?,"['a swarm', 'multiple resources', 'a collection', 'a group']",1
85,What is supported by YAML but not supported by JSON?,"['yes, but only if they are enclosed in quotes', 'only with integers', 'no', 'yes']",2
86,,"['dash and dot', 'dash and comma', 'comma and exclamation point', 'dot and comma']",0
87,,"['JSON.ingest()', 'JSON.convert()', 'JSON.read()', 'JSON.parse()']",3
88,,"['with right arrows', 'with colons', 'with semicolons', 'with commas']",3
89,,"['zero', 'one', 'two', 'three']",0
90,,"['arrays; objects', 'objects; functions', 'arrays; functions', 'key/value pairs; arrays']",0
91,,"['true, false, null', 'true, false', 'TRUE, FALSE, NULL', 'true, false, null']",0
92,,"['Remove spaces from the key before accessing the value.', 'Use dot notation to access the value.', 'Use object key index to access the value.', 'Use bracket notation to access the value.']",3
93,,"['remove duplicate data from a server', 'temporarily store data for faster access', 'store excess information in chunks to be reviewed later', 'clog up a web browser with useless information']",1
94,,"['line break', 'space', 'tab', 'return']",1
95,,"['Store the number as a string', 'Convert the number into an exponent.', 'Round the number to the nearest 10-digit number.', 'Split the number into smaller parts.']",0
96,,"['variance: ""-0.0823""', 'variance: -0.0823', '""variance"": ""-0.0823""', '""variance"": ""-0.0823""']",2
97,,['A'],-1
98,,['B'],0
99,,['C'],-1
100,,['D'],-1
101,,"['||', '{}', '()', '[]']",1
102,,"['It has a flat architecture.', 'It has a rewritable structure.', 'It has an array-only structure.', 'It has a table structure.']",2
103,,"['arrays', 'null values', 'comments', 'nested']",2
