,Question,Answers,Right Index
92,Which is the most semantically correct markup for a side comment in small print?,"['It requires the browser to wrap the current line at that point.', 'It breaks a word into two pieces, using a hyphen to connect the words.', 'It formats a sentence to be easily breakable.', 'It presents an opportunity for a break in a very long word, if needed for proper page display.']",3
93,Which choice will produce the spanish word canciأ³n?,"['k 1', 'k 2', 'k 3']",-1
94,What is the purpose of <caption>?,['A'],-1
95,The value attribute is associated with which set of tags ?,"['k 1', 'k 2', 'k 2a', 'k 3']",-1
96,,['k 2a'],-1
97,,['B'],0
98,,"['k 1', 'nk 2\n\nLink 2a', 'k 2a', 'k 3']",-1
99,,['k 2a'],-1
100,,['C'],-1
101,,"['k 1', 'nk 2\n\n\nLink 2a', 'k 2a', 'k 3']",-1
102,,['k 2a'],-1
103,,['D'],-1
104,,"['k 1', 'k 2', 'k 2a', 'k 3']",-1
105,,['k 2a'],-1
106,,"['//this is a comment', '/* this is a comment */', '<! this is a comment ->', '<!-- this is a comment -->']",3
107,,"['Inline elements can be nested inside inline elements.', 'Block elements can be nested inside block elements.', 'Inline elements can be nested inside block elements.', 'Block elements can be nested inside inline elements.']",3
108,,"['<q>', '<quote>', '<blockquote>', '<notation>']",0
109,,"['It will display a random frame from a video, unless the poster attribute is set.', 'It will display the first frame of the video, unless the poster attribute is set.', 'It will display nothing unless the poster attribute is set.', 'It will display a black window unless the poster attribute is set.']",1
110,,"['It has opening and closing tags but no child content.', 'It display nothing on a website.', 'It has no child content and no closing tag.', 'It has child content but no closing tag.']",2
111,,"['It downloads the script from the server when resources allow.', 'It runs the script after HTML parsing is complete.', 'It runs the script when the script is ready.', 'It pauses the parsing of HTML code while the script runs.']",2
112,,"['When the Play button is pressed, the browser plays the sound over and over again until the user stops it.', 'The browser plays the sound once automatically in the background. The user has no control over the sound.', 'The browser plays the sound automatically and continuously in the background. The user may stop the sound at any tune.', 'It does nothing. Modern browsers require some form of interaction before they let a page autoplay with audio.']",3
113,,"['There is only one <head> tag per page, while there may be many <header> tags.', 'The <head> tag may contain CSS and Javascript links, while the <header> tag may contain headings and navigational links.', 'all of these answers', 'The <head> tag contains meta information, while the <header> tag contains navigation, logos, and other page identifying content.']",2
114,,"['It downloads the script from the server when resources allow.', 'It runs the script after HTML parsing is complete.', 'It runs the script when the script is ready.', 'It pauses the parsing of HTML code while the script runs.']",1
115,,['A'],-1
116,,['B'],-1
117,,['C'],0
118,,['D'],-1
119,,"['<a href=""../work/info.html"">See Information </a>', '<a href=""../info.html"">See Information </a>', '<a href=""../../info.html"">See Information </a>', '<a href=""info.html"">See Information </a>']",1
120,,"['For blog posts and other social media items', 'For the main content area of your website', 'When the content stands alone as a unit, is suitable for syndication, or is reusable', 'To associate comments with a blog post']",2
121,,['A'],-1
122,,['B'],-1
123,,['C'],-1
124,,['D'],0
125,,"['<a href=""tel:802-555-1212"">Call me</a>', '<a href=""phone"">802-555-1212</a>', '<a href=""tel"">802-555-1212</a>', '<a href=""phone:802-555-1212"">Call me</a>']",0
126,,"['Classes allow CSS to select specific elements on the page. You may list as many class names within the class attribute as you wish,\n      separated by spaces.', 'Classes allow CSS and JavaScript to select specific elements on the page. You may list only one class name per class attribute.', 'Classes allow CSS to select specific elements on the page. You may list only one class name per class attribute.', 'Classes allow CSS and JavaScript to select specific elements on the page. You may list as many class names within the class attribute\n      as you wish, separated by spaces.']",3
127,,"['<input type=""color"">', '<input type=""tel"">', '<input type=""week"">', '<input type=""num"">']",3
128,,"['<p>As Steve Krug once said, <b>happy talk must die.</b> </p>', '<p>As Steve Krug once said, <i>happy talk must die.</i> </p>', '<p>As Steve Krug once said, <blockquote>happy talk must die.</blockquote> </p>', '<p>As Steve Krug once said, <q>happy talk must die.</q> </p>']",3
129,,['A'],-1
130,,['B'],-1
131,,['C'],-1
132,,['D'],0
133,,"['e', 'ut', 'tact']",-1
134,,['A'],0
135,,['B'],-1
136,,['C'],-1
137,,['D'],-1
138,,"['HTML structures the webpage, identifying its elements such as paragraphs, headings, and lists.', 'HTML structures and provides a rudimentary look to webpages.', 'HTML is responsible for the structure, styling, and interactivity of webpages.', 'HTML is responsible for the structure and styling of webpages.']",0
139,,"['when there is no JavaScript used on this webpage', 'when JavaScript is not supported by the browser or if JavaScript is disabled in the browser', 'when JavaScript is disabled in the web browser', 'when JavaScript is not supported by the web browser']",1
140,,"['A', 'B', 'C', 'D']",0
141,,"['<svg> produces vector graphics, while <canvas> produces raster graphics.', '<svg> integrates with JavaScript, while <canvas> does not.', '<svg> produces raster graphics, while <canvas> produces vector graphics.', '<svg> cannot be used as a background image, while <canvas> can be used as a background']",0
142,,"['readonly allows clicking in the <textarea> element. disabled prevents all interaction with the control.', 'readonly is invalid attribute for <textarea>, while disabled is a valid attribute.', 'disabled allows clicking in the <textarea> element. readonly prevents all interaction with the control.', 'disabled is invalid attribute for <textarea>, while readonly is a valid attribute.']",0
143,,"['an attribute', 'a tag', 'content', 'an element']",0
144,,['A'],-1
145,,['B'],-1
146,,['C'],0
147,,['D'],-1
148,,"['<p>x<y&z>w</p>', '<p>x\\<y&z\\>w</p>', '<p>x<<y&&z>>w', '<p>x<y&z>w</p>']",1
149,,"['The <label> and <input> should be nested inside of a <fieldset> element.', '""address"" is not a valid value for the attribute name on an <input> element.', 'The <label> element is missing an id set to ""address-input"".', 'The <label> element is missing a for attribute set to ""address-input"".']",3
150,,"['GET', 'POST', 'PUT', 'SUBMIT']",0
151,,"['<p> Get 10% discount <small>not valid in France</small></p>', '<p> Get 10% discount <!--not valid in France--> </p>', '<p> Get 10% discount <comment>not valid in France</comment></p>', '<p> Get 10% discount <aside>not valid in France</aside></p>']",0
152,,"['<p lang=""es"">canciأ³n</p>', '<p lang=""es"">canci&oacuten</p>', '<p lang=""es"">cancio\'n</p>', '<p lang=""es"">canci\'on</p>']",1
153,,"['<caption> provides captions for <audio>,<video>,<img>, and <table>.', '<caption> provides captions to <table>.', '<caption> provides captions for <audio>, <video>, and <table>.', '<caption> provides captions for <img>, <audio>, and <video>.']",1
154,,['A'],0
155,,['B'],-1
156,,"['resso', 'te', 'puccino', 'ha']",-1
157,,"['so use an `` here instead.\n\n`ul content model only accepts ""Zero or more li and script-supporting elements"".` [Source](https://html.spec.whatwg.org/multipage/grouping-content.html#the-ul-element)\n\n#### Q105. A designer gave you CSS code that should run only when the device rendering the page is in dark mode. How would you embed that code?\n\n- [ ] ``\n- [ ] ``\n- [x] ``\n- [ ] ``\n\n#### Q106. How would you mark up a header for a table row?\n\n- [x] A\n\n```html\n\n  \n    Header\n  \n  \n    10\n    18\n  \n\n```\n\n- [ ] B\n\n```html\n\n  \n    Header\n    10\n    18\n  \n\n```\n\n- [ ] C\n\n```html\n\n  \n    \n      Header\n    \n    10\n    18\n  \n\n```\n\n- [ ] D\n\n```html\n\n  \n    Header\n    10\n    18\n  \n\n```\n\n#### Q107. Which statement is correct?\n\n- [ ] The `` element represents the dominant content of an `` in a document.\n- [ ] The `` element represents the dominant content of a `` of a document. You may have one `` element per section.\n- [x] The `` element represents the dominant content of your document. There can be only one `` element that is not hidden.\n- [ ] The `` element represents the dominant content of your document. There can be only one `` element that is not hidden.\n\n[Source](https://developer.mozilla.org/en-US/docs/Web/HTML/Element/main)\n\n#### Q108. Users report that a form is not working. What is the culprit?\n\n```html\n\n  \n    choices\n    Choice 1 \n    Choice 2 \n    Choice 3 \n    Choice 4 \n    Choose!\n  \n\n```\n\n- [ ] The form element is disabled.\n- [ ] There is no  element.\n- [x] The fieldset is disabled.\n- [ ] There is no method set on the form.\n\nA disabled fieldset is unusable and un-clickable. [Source](https://www.w3schools.com/tags/att_fieldset_disabled.asp)']",-1
