,Question,Answers,Right Index
44,You want to take a block of type and animate it to a larger size with jQuery. The following HTML and JavaScript behaves strangely. What is the issue?,"[""$('#dialog').classToggle('bounce')"", ""$('#dialog.bounce').removeClass().addClass()"", ""$('#dialog').addOrRemoveClass('bounce')"", ""$('#dialog').toggleClass('bounce')""]",3
45,"When using the clone() function to duplicate an element, what is one of the main concerns your code needs to watch out for?","['Selectors are used to refine the content that filters have been applied to.', 'Selectors are used to find and select content in a page. Filters are used to refine the results of selectors.', 'Filters are used to remove content from the page. Selectors are used to add content to the page', 'There is no real difference. They are both used to build up lists of page content.']",1
46,"When incorporating a plugin into a project, what are the important steps for basic installation and usage?","[""$('#canvas').on('click.right', function(){ console.log('Handled a right-click') });"", ""$('#canvas').on('contextual', function(){ console.log('Handled a right-click') });"", ""$('#canvas').on('contextmenu', function(){ console.log('Handled a right-click') });"", ""$('#canvas').on('rightclick', function(){ console.log('Handled a right-click') });""]",2
47,These two script tags show different ways of using jQuery's ready() method. What is true about both approaches?,"[""$('p').count()"", ""$('p').length"", ""$('*').find('p')"", ""$('p').length()""]",1
48,Which describes how jQuery makes working with the DOM faster?,"['At Point 1, this means a jQuery object. At Point 2, it means a DOM element.', 'In this case, they mean the same thing: a jQuery object.', 'In this case, they mean the same thing: a DOM element.', 'At Point 1, this means a DOM element. At Point 2, it means a jQuery object.']",3
49,"There are some issues with this snippet of jQuery. First, it is manipulating CSS directly, rather than manipulating classes and leaving the CSS in stylesheets. What else in this code is best to avoid?","['m 1', 'm 2', 'm 3', 'm 4']",-1
50,Which choice is an example of statement chaining?,['A'],-1
51,How can you ensure that some code executes only when a class active appears on an element?,['B'],-1
52,"jQuery has a main function for handling AJAX, and several shorthand function including load() that make calling that main function easier. Given this HTML snippet, how can you insert only the second snippet from the source.html file (div#one) into the #load-me div on-demand via AJAX?",['C'],-1
53,"Given this HTML list and subsequent two lines of jQuery, what is the difference in the behavior of .closest() and .parents()?",['D'],0
54,What does this line of code do?,"['You cannot use multiple class selectors such as .class1.class2.', 'You cannot use pseudo-classes such as :not or :last-of-type.', 'You cannot use IDs and classes together, such as #element.class.', 'None. All CSS selectors are compatible in jQuery.']",3
55,"Below is a list of items that you want to be clickable and an event handler function. How can you assign the event handler to every item in the list in a way that is most performant, and also that ensures that the handler is called even if more items are added to the list programmatically?","['Item 1\n    \nSub Item 1\nSub Item 2', 'Item 1', 'Item 2']",-1
56,What is the difference between $('p').find('a') and $('p').children('a')?,"['Item 1', 'Item 2']",-1
57,"Consider the following markup, used to lay out three balls on the page, all hidden. How can you select the green ball, make it faded in over the course of three seconds, and log a console message when the animation has finished?","['event.capture();', 'event.stopPropagation();', 'event.preventDefault();', 'event.stop();']",1
58,Why might you use custom events instead of shared helper functions? For example,"[""$($target.get(0) + ':image')"", ""$('img').is($target)"", ""$target.filter('img')"", ""$target.is('img')""]",3
59,"In the HTML and JavaScript below, the animations will all fire at once. How can you make them fire in sequence instead?",['A'],-1
60,"Given this checkbox, how can you determine whether a user has selected or cleared the checkbox?",['B'],-1
61,"In some projects, jQuery is not included as a file with an obvious version number (if it has been run through a minifier or other code bundler, for example). How can you detect programmatically what version of jQuery is active?",['C'],0
62,"Given this snippet of HTML, how can you get the value of the text field using jQuery?",['D'],-1
63,Which property of the jQuery event object references the DOM object that dispatched an event?,"['It adds the first class found on the body element to the #menu element.', 'It adds all classes found on the #menu element to the body tag.', 'It replaces any classes on the #menu element with all classes from the body tag.', 'It adds all classes found on the body element to the #menu element.']",3
64,"You want to write a plugin that creates a new traversal functionâ€”such as parent() and children()â€”and behaves like the ones jQuery includes out of the box. It needs to correctly modify the list of selections jQuery tracks internally, build up a list of additional items, and return the merged collection. What do you need to return on the last line of the function in order for this plugin to work correctly?","['Install the newer version of jQuery, go through each script one by one, and fix what looks broken.', 'Read the change notes for the newer version of jQuery, fix all scripts, install the newer version, and fix anything that remains broken.', 'Install the newer version of jQuery as well as its Migrate plugin, fix all warnings, and uninstall the Migrate plugin.', 'Install the newer version of jQuery at the same time, and use jQuery.noConflict() on pages that need the older version.']",2
65,"Given this snippet of HTML and jQuery code, what will the result look like?","[""$('a').attribute('href', 'http://www.example.com')"", ""$('a').attr('href', 'http://www.example.com')"", ""$('a').data('href', 'http://www.example.com')"", ""$('a').href('http://www.example.com')""]",1
66,"You have an element with a series of code (not CSS) animations applied to it that could be triggered by code you control, or other code elsewhere (such as plugins). How can you fire some code when all those animations have completed?","['It is an alias to the main core method of jQuery itselfâ€”the same as writing jQuery().', 'It is a utility function that selects the first element from the document.', 'It is a shorter way to write document.getElementById().', 'It is a utility function that selects the last element from the document.']",0
67,HTML5 data attributes allow you to create valid custom attributes to store arbitrary data within DOM elements. jQuery has an API to interface with custom data such as the series of quotes below. How can you mark the second quote as your favorite?,"['jQuery.each, a general purpose iterator for looping over arrays or objects', 'jQuery.isNumeric, which can check whether its argument is, or looks like, a number', 'jQuery.extend, which can merge objects and make complete deep copies of objects', 'jQuery.isMobile, which can tell whether the user is using a mobile browser']",3
68,jQuery can create event handlers that execute exactly once. How is this done?,"[""$('checkbox').val(/sun/);"", '$(\'input[value*=""sun""]\');', '$(\'input[value|=""sun""]\');', ""$('input:checkbox').attr('value', '*sun*');""]",1
69,You want to implement the behavior of an effect like slideDown() manually using animate(). What is one critical point you need to remember?,"['Set the type option to ""none"".', 'Set the processData option to false.', 'Set a success callback that returns false.', 'Set the option ""global"" to false.']",3
70,What is the main difference between the contents() and children() functions?,"[""$.val('.form-item', '555-1212');"", ""$('.form-item').val('555-1212');"", ""$('.form-item').data('value', '555-1212');"", ""$('.form-item').set('value', '555-1212');""]",1
71,"If your JavaScript project involves a lot of DOM manipulation, but no AJAX or animation, which version of jQuery should you use?","[""$('body').ajaxComplete(function() { console.count('An AJAX request completed'); });"", ""$(document).on('ajax-complete', function() { console.count('An AJAX request completed'); });"", ""$('body').on('ajaxComplete', function() { console.count('An AJAX request completed'); });"", ""$(document).ajaxComplete(function() { console.count('An AJAX request completed'); });""]",3
72,"The .ready() function is one of the most basic parts of jQuery, but jQuery also provides a mechanism for executing code when both one or more Promises have resolved and the DOM is ready. Which code snippet accomplishes this?","['$(\'input[value=""blimp""]\');', '$(\'input[value!=""blimp""]\');', ""$('checkbox').val('blimp');"", ""$('input:checkbox').attr('value', 'blimp');""]",0
73,"You want to take an element and any event handlers that go with it out of the DOM to do some workâ€”without the changes affecting the rest of the pageâ€”and then move it somewhere else in the DOM, like right after the opening tag. What should go on the first line of this code snippet?","['e', 'e 2']",-1
74,"Review the HTML below. You want to select the first item in the list and fade it out, then select the subsequent items up to (but not including) the active item, and fade them out halfway. How can you set up a single chain to do this?","['page 1', 'page 2']",-1
75,"What is a particular performance concern when dealing with event handlers, and how can you cope with it?","['It makes all the menu items bold.', 'It throws an exception on line 3.', 'It makes the first set of menu items, not the second, bold.', 'It makes the second set of menu items, not the first, bold.']",2
76,What is the purpose of the jQuery.fx.off global property?,"['jQuery does not support ems and will make the type 1 pixel larger instead of 1 em larger.', 'jQuery cannot override CSS in a style attribute, so the font size will not change.', 'The font size was set with a shorthand property, so jQuery will not animate the font size at all.', 'The font size was set with a shorthand property, so jQuery will start the animation from 0 instead of from 1 em.']",3
77,"When you use custom Jquery selection extensions, such as :animated, on a page with lots of DOM elements, you can run into performance issues. What is the best practice for managing those issues?","['The clone() function may ignore data attributes on the original elements.', 'The clone() function may result in elements with duplicate ID attributes.', 'The clone() function may remove CSS classes from the cloned elements.', 'The clone() function may not respect the attribute order of the original elements.']",1
78,What is the main difference between the ajaxStop and ajaxComplete global handlers?,"['The jQuery script tag must come first, followed by the plugin, followed by your custom scripts, all preferably at or near the bottom of the page.', 'Your custom scripts must appear first in the document <head>, followed by jQuery, followed by the plugin.', 'The jQuery script tag and the plugin script tag must appear in the document <head>, and your custom scripts can follow anywhere on the page.', 'The jQuery script tag must appear in the document <head>, but the plugin and your custom scripts can appear anywhere else in any order.']",0
79,The :only-child selector selects _.,"['The code inside them can manipulate the DOM safely, knowing the browser has loaded it fully.', 'The code inside them can manipulate images on the page safely, knowing they have fully downloaded to the browser.', 'The code inside them will be run exactly once per user session.', 'The code inside them is not aware of the DOM.']",0
80,,"['jQuery optimizes the DOM in a background thread, making updates faster.', 'jQuery avoids using the DOM at all.', 'jQuery uses a virtual DOM that batches updates, making inserts and deletes faster.', 'jQuery code to perform DOM manipulation is shorter and easier to write, but does not make DOM operations faster.']",3
81,,"['The .css() method accepts only an object, not two separate arguments. This will trigger an exception that should be caught.', ""The $('.item') selection is being made several times. This should be cached in a variable for (however slightly) better performance and easier maintainability."", 'The call to .parents() is in an inefficient place.', ""All the calls to $('.item') should be chained together as a single executable line for better performance.""]",2
82,,"[""var $p = $('p'); console.log($p.length);"", ""$('p').find('a').children('li');"", ""$('p > a > li');"", ""$('p'); $('a'); $('li');""]",1
83,,"[""$('.element').attr('class', 'active')"", ""$('.element').with('.active')"", ""$('.element').hasClass('active')"", ""$('.active').then()""]",2
84,,"[""$('#load-me').get('source.html#one');"", ""$('#load-me').get('source.html #one');"", ""$('#load-me').load('source.html #one');"", ""$('#load-me').load('source.html', '#one');""]",2
85,,"['Item 1\n    \nSub Item 1\nSub Item 2', 'Item 1', 'Item 2']",-1
86,,"['Item 1', 'Item 2']",-1
87,,"['.closest() returns .leaf and #main-menu; .parents() returns #main-menu and #sub-menu.', '.closest() returns .leaf and #sub-menu; .parents() returns #main-menu and #sub-menu.', '.closest() returns only #main-menu; .parents() returns #main-menu and #sub-menu.', '.closest() returns only #sub-menu; .parents() returns #main-menu and #sub-menu.']",-1
88,,"['selects the first list item inside all unordered lists on the page', 'selects the first list item inside the first unordered list on the page', 'selects the first element inside any list items on the page', 'creates a predefined CSS selector that can be reused later']",0
89,,"['st Item', 'ond Item', 'rd Item', 'rth Item', 'th Item']",-1
90,,"[""$('.clickable-list').click(listResponder);"", ""$('.clickable-list').on('click', 'li', listResponder);"", ""$('.clickable-list').on('click, append', listResponder);"", ""$('.clickable-list').each(function() { $(this).click(listResponder); });""]",1
91,,"['find() traverses only one level down, whereas children() selects anything inside the original element', ""$('p').find('a') finds all paragraphs inside links, whereas $('p').children('a') finds links within paragraph tags"", '.find() always searches the entire DOM tree, regardless of the original selection .children() searches only the immediate childern of an element', 'children() traverses only one level down, whereas find() selects anything inside the original element']",3
92,,['A'],0
93,,['B'],-1
94,,['C'],-1
95,,['D'],-1
96,,"['Custom events are at least an order of magnitude faster than helper functions', 'Custom events can be listened for and acted upon across one or more scripts without needing to keep helper functions in scope', 'Handler functions for custom events are less likely to be mangled by minification and obfuscation build tools', 'It is easier to write documentation for custom events than it is for helper functions']",1
97,,['A'],-1
98,,['B'],0
99,,['C'],-1
100,,['D'],-1
101,,"[""by checking the value of $('#same-address').val()"", ""by checking the value of $('#same-address').prop('checked')"", ""by checking the value of $('#same-address').attr('checked')"", ""by checking the value of $('#same-address').checked""]",1
102,,"['jQuery.version()', 'jQuery.jquery', 'jQuery.prototype.version', 'jQuery.fn.jquery']",3
103,,"[""$('input[type=text]').val()"", ""$('.form-control').val()"", 'all of these answers', ""$('#firstName').val()""]",2
104,,"['target', 'self', 'source', 'object']",0
105,,"['return this.append(additionalItems);', 'return additionalItems.appendTo(this);', 'return this.pushStack(additionalItems);', 'return this.add(additionalItems);']",2
106,,"['m 1', 'm 2', 'Item 3\n    \nSub Item 1\nSub Item 2', 'Item 1', 'Item 2']",-1
107,,"['Item 1', 'Item 2']",-1
108,,['A'],0
109,,"['m 1', 'm 2', 'Item 3\n    \nSub Item 1\nSub Item 2', 'Item 1', 'Item 2']",-1
110,,"['Item 1', 'Item 2']",-1
111,,['B'],-1
112,,"['m 1', 'm 2', 'Item 3\n    \nSub Item 1\nSub Item 2', 'Item 1', 'Item 2']",-1
113,,"['Item 1', 'Item 2']",-1
114,,['C'],-1
115,,"['m 1', 'm 2', 'Item 3\n    \nSub Item 1\nSub Item 2', 'Item 1', 'Item 2']",-1
116,,"['Item 1', 'Item 2']",-1
117,,['D'],-1
118,,"['m 1', 'm 2', 'Item 3\n    \nSub Item 1\nSub Item 2', 'Item 1', 'Item 2']",-1
119,,"['Item 1', 'Item 2']",-1
120,,['A'],-1
121,,['B'],-1
122,,['C'],-1
123,,['D'],-1
124,,"[""$('blockquote'):second().attr('favorite', true);"", ""$('blockquote:nth-child(2)').data('favorite', true);"", ""$('blockquote').second().data('favorite', true);"", ""] $('blockquote:nth-child(2)').attr('favorite', true);"", 'urce: .data() | jQuery API Documentation', 'rce: :nth-child() | MDN Docs']",1
125,,"[""$('button').click(function() { console.log('this will only happen once'); }, false);"", ""$('button').on('click', function() { console.log('this will only happen once'); }).off('click');"", ""$('button').once('click', function() { console.log('this will only happen once'); });"", ""$('button').one('click', function() { console.log('this will only happen once'); });""]",3
126,,"['slideDown() requires animating the background color; doing so with animate() requires the jQuery Color plugin.', 'slideDown() includes toggling visibility automatically. animate() does not automatically set any properties.', 'slideDown() requires the element to have a height set in pixels. animate() does not.', 'Effects created with animate() must be run over at least 100 milliseconds, where slideDown() can run as quickly as 50ms.']",1
127,,"['They both return the content of selected nodes, but children() also includes text and comment nodes.', 'The contents() function only includes text nodes of the selected elements.', 'The children() function only includes text nodes of the selected elements.', '] They both return the content of selected nodes, but contents() also includes text and comment nodes.', 'urce: .children() | jQuery API Documentation', 'rce: .contents() | jQuery API Documentation']",-1
128,,"['jQuery 3 compressed', 'jQuery 3 slim', 'jQuery 2', 'None of these - jQuery requires AJAX']",3
129,,['A'],-1
130,,['B'],-1
131,,['C'],-1
132,,['D'],0
133,,"[""var $example = $('#example').remove();"", ""var $example = $('#example').clone();"", ""var $example = $('#example').detach();"", ""var $example = $('#example').addBack().empty();""]",2
134,,"['m 1', 'm 2', 'm 3', 'm 4', 'm 5', 'm 6']",-1
135,,['A'],0
136,,['B'],-1
137,,['C'],-1
138,,['D'],-1
139,,"['Finding which element an event occurred on is expensive. Assign most events to document.body and use .is() to act on the element of interest.', 'Some events, such as mousemove and scroll, happen a lot on a typical page. Debounce or throttle their handlers to make sure the handlers are not called more than you actually need.', 'Listening for an event that does not exist can create serious memory leaks. Be careful to spell event names correctly to avoid consuming too much memory.', 'DOM elements with an ID wil fire events more efficiently than with classes. Always use IDs instead of classes where possible.']",1
140,,"['It turns off animations that are used to provide motion effect, but appearance effects remain enabled.', 'It causes animation effects that are triggered via functions to instead be executed using CSS.', 'It globally disables all animations. When animations are run, all animation methods will immediately set elements to their final state when called, rather than displaying an effect.', 'It globally disables animations that are triggered by CSS class changes.']",2
141,,"['Select $(document.body) first, then use .filter with the custom extension.', 'Use the custom extension with .has().', 'Start with the custom extension, then use .find with a selector that exists in CSS to limit the selection.', 'Start with a selection that exists in CSS, then refine the selection using .filter() with the custom extension.']",-1
142,,"['ajaxStop fires when all open requests have completed, while ajaxComplete fires when an individual request completes.', 'There is no difference. They are aliases of each other.', 'ajaxStop fires when an error has been encountered, while ajaxComplete fires when a successful request completes.', 'ajaxComplete fires when all open requests have completed, while ajaxStop fires when an individual request completes.']",0
143,,"['all elements that are child elements.', 'elements that have no siblings.', 'elements that have only one child element.', 'only the child elements of a given element.']",3
