,Question,Answers,Right Index
61,Which method do you use to attach one DOM node to another?,"['forEach allows you to specify your own iterator, whereas for does not.', 'forEach can be used only with strings, whereas for can be used with additional data types.', 'forEach can be used only with an array, whereas for can be used with additional data types.', 'for loops can be nested; whereas forEach loops cannot.']",2
62,Which statement is used to skip iteration of the loop?,"['=> ({})', '=> {}', '=> { return {};}', '=> (({}))']",1
63,Which choice is valid example for an arrow function?,"['to start tasks that might take some time without blocking subsequent tasks from executing immediately', 'to ensure that tasks further down in your code are not initiated until earlier tasks have completed', 'to make your code faster', 'to ensure that the call stack maintains a LIFO (Last in, First Out) structure']",0
64,Which concept is defined as a template that can be used to generate different objects that share some shape and/or behavior?,"['[3] == [3]', ""3 == '3'"", ""3 != '3'"", ""3 === '3'""]",1
65,How do you add a comment to JavaScript code?,"['5thItem', 'firstName', 'grand total', 'function']",1
66,"If you attempt to call a value as a function but the value is not a function, what kind of error would you get?","['cancel()', 'stop()', 'preventDefault()', 'prevent()']",2
67,Which method is called automatically when an object is initialized?,"['attachNode()', 'getNode()', 'querySelector()', 'appendChild()']",3
68,What is the result of running the statement shown?,"['break', 'pass', 'skip', 'continue']",3
69,"You've written the event listener shown below for a form button, but each time you click the button, the page reloads. Which statement would stop this from happening?","['(a,b) => c', 'a, b => {return c;}', 'a, b => c', '{ a, b } => c']",0
70,Which statement represents the starting code converted to an IIFE?,"['class', 'generator function', 'map', 'proxy']",0
71,Which statement selects all img elements in the DOM tree?,"['! This is a comment', '# This is a comment', '\\\\ This is a comment', '// This is a comment']",3
72,Why would you choose an asynchronous structure for your code?,"['TypeError', 'SystemError', 'SyntaxError', 'LogicError']",0
73,What is the HTTP verb to request the contents of an existing resource?,"['create()', 'new()', 'constructor()', 'init()']",2
74,"Which event is fired on a text field within a form when a user tabs to it, or clicks or touches it?","['4', '10', '6', '5']",2
75,What is the result in the console of running this code?,"['e.blockReload();', 'button.preventDefault();', 'button.blockReload();', 'e.preventDefault();']",3
76,Which class-based component is equivalent to this function component?,"[""function() { console.log('lorem ipsum'); }()();"", ""function() { console.log('lorem ipsum'); }();"", ""(function() { console.log('lorem ipsum'); })();""]",2
77,Which class-based lifecycle method would be called at the same time as this effect Hook?,"[""Document.querySelector('img')"", ""Document.querySelectorAll('<img>')"", ""Document.querySelectorAll('img')"", ""Document.querySelector('<img>')""]",2
78,What is the output of this code?,"['To use ES6 syntax', 'To start tasks that might take some time without blocking subsequent tasks from executing immediately', 'To ensure that parsers enforce all JavaScript syntax rules when processing your code', ""To ensure that tasks further down in your code aren't initiated until earlier tasks have completed""]",1
79,How would you use the TaxCalculator to determine the amount of tax on \$50?,"['DELETE', 'GET', 'PATCH', 'POST']",1
80,What is wrong with this code?,"['focus', 'blur', 'hover', 'enter']",0
81,What will be logged to the console?,"['function', 'undefined', 'Function.prototype', 'window']",3
82,What will this code log to the console?,"['class Greeting extends React.Component { render() { return <h1>Hello {this.props.name}!</h1>; } }', 'class Greeting extends React.Component { constructor() { return <h1>Hello {this.props.name}!</h1>; } }', 'class Greeting extends React.Component { <h>Hello {this.props.name}!</h>; } }', 'class Greeting extends React.Component { render({ name }) { return <h1>Hello {name}!</h1>; } }']",0
83,How do you remove the property name from this object?,"['componentWillUnmount', 'componentDidUpdate', 'render', 'componentDidMount']",3
84,What is the difference between the map() and the forEach() methods on the Array prototype?,"['ReferenceError: obj is not defined', '{}', 'undefined', 'null']",2
85,Which concept does this code illustrate?,"['calculate(50);', 'new TaxCalculator().calculate(\\$50);', 'TaxCalculator.calculate(50);', 'new TaxCalculator().calculate(50);']",2
86,Which tag pair is used in HTML to embed JavaScript?,"['The function bar needs to be defined as a key/value pair.', 'Trailing commas are not allowed in JavaScript.', 'Functions cannot be declared as properties of objects.', '] Nothing, there are no errors.', 'ference functions in javascript', 'erence working with objects']",-1
87,"If your app receives data from a third-party API, which HTTP response header must the server specify to allow exceptions to the same-origin policy?",['.'],0
88,What will be logged to the console??,['.'],-1
89,What will this code print?,"['] The output may change with each execution of code and cannot be determined.', '] .']",-1
90,"Which missing line would allow you to create five variables(one,two,three,four,five) that correspond to their numerical values (1,2,3,4,5)?","['1', 'undefined', 'NaN', 'Nothing--this is not proper JavaScript syntax and will throw an error.']",0
91,What will this code print?,"['delete name from foo;', 'delete foo.name;', 'del foo.name;', 'remove foo.name;']",1
92,"Which line could you add to this code to print ""jaguar"" to the console?","['There is no difference.', 'The forEach() method returns a single output value, whereas the map() method performs operation on each value in the array.', 'The map() methods returns a new array with a transformation applied on each item in the original array, whereas the forEach() method iterates through an array with no return value.', '] The forEach() methods returns a new array with a transformation applied on each item in the original array, whereas the map() method iterates through an array with no return value.', 'ference map', 'erence Differences between forEach and for loop']",2
93,What line is missing from this code?,"['overloading', 'closure', 'currying', 'overriding']",2
94,What will be logged to the console?,"['<script></script>', '<js></js>', '<javascript></javascript>', '<code></code>']",0
95,How would you access the word It from this multidimensional array?,"['Security-Mode', 'Access-Control-Allow-Origin', 'Different-Origin', 'Same-Origin']",1
96,What does this code do?,"['window', 'undefined', 'function', '{desc: ""logger""}']",3
97,What is the output of this code?,"['[""Amazon"",""Borneo"",""Cerrado"",""Congo""]', '[""Cerrado"", ""Congo""]', '[""Congo""]', '[""Amazon"",""Borneo""]']",1
98,Which statement can take a single expression as input and then look through a number of choices until one that matches that value is found?,"['const [one,two,three,four,five]=numbers', 'const {one,two,three,four,five}=numbers', 'const [one,two,three,four,five]=[numbers]', 'const {one,two,three,four,five}={numbers}']",0
99,"Which statement prints ""roar"" to the console?","['Nothing, it will throw an error', '0 2', 'undefined 2', 'undefined 2']",1
100,"Which choice is a valid example of an arrow function, assuming c is defined in the outer scope?","['animals.filter(e => e === ""jaguar"");', 'animals.reverse();', 'animals.shift();', 'animals.pop();']",3
101,Which statement correctly imports this code from some-file.js?,"['let vowels = ""aeiou"".toArray();', 'let vowels = Array.of(""aeiou"");', 'let vowels = {""a"", ""e"", ""i"", ""o"", ""u""};', 'let vowels = ""aeiou"";']",3
102,What will be the output of this code?,"['undefined', 'One', 'true', 'Two']",3
103,Which method call is chained to handle a successful response returned by fetch()?,"['matrix[1[2]]', 'matrix[1][1]', 'matrix[1,2]', 'matrix[1][2]']",1
104,Which choice is not an array method?,"['It adds ""Lizard"" to the start of the animals array.', 'It adds ""Lizard"" to the end of the animals array.', 'It replaces ""Rabbit"" with ""Lizard"" in the animals array.', 'It replaces ""Cat"" with ""Lizard"" in the animals array.']",0
105,Which JavaScript loop ensures that at least a singular iteration will happen?,"['93', '12', '66', '633']",0
106,What will be logged to the console?,"['else', 'when', 'if', 'switch']",3
107,"What is the output that is printed when the div containing the text ""Click Here"" is clicked?","['bear.bind(roar);', 'roar.bind(bear);', 'roar.apply(bear);', '] bear[roar]();', 'ference Apply', 'erence this', 'erence bind']",2
108,What will this code log to the console?,"['a, b => { return c; }', 'a, b => c', '{ a, b } => c', '(a,b) => c']",3
109,What does this code print to the console?,"[""import printMe from './some-file';"", ""import { printMe } from './some-file';"", ""import default as printMe from './some-file';"", ""const printMe = import './some-file';""]",1
110,"Which snippet could you add to this code to print ""YOU GOT THIS"" to the console?","['[2, 3, 4, 5, 6, 7]', '[3,5,7,2,4,6]', '[3, 5, 7, 2, 4, 6]', '[[2, 4, 6], [3, 5, 7]]', '[2, 4, 6, 3, 5, 7]']",4
111,Which Pokemon will be logged to the console?,"['done()', 'then()', 'finally()', 'catch()']",1
112,"Which statement can be used to select the element from the DOM containing the text ""The LinkedIn Learning library has great JavaScript courses"" from this markup?","['array.slice()', 'array.shift()', 'array.push()', 'array.replace()']",3
113,Which value is not falsey?,"['doâ€¦while', 'forEach', 'while', 'for']",0
114,What line of code causes this code segment to throw an error?,"['string', 'array', 'Boolean', 'object']",0
115,What will be the value of result after running this code?,"['C B A', 'A', 'C', '] A B C', 'ference query selector', 'erence events']",0
116,"Which snippet could you insert to this code to print ""swim"" to the console?","['[4,5,6,7,8,9,10]', '[4,5,6,7]', '[1,2,3,4,5,6]', '[4,5,6]']",3
117,What is the output of this code?,"['2', '4', '6', '8']",2
118,How can you attempt to access the property a.b on obj without throwing an error if a is undefined?,[''],-1
119,What happens when you run this code?,[''],-1
120,What does this code print to the console?,[''],0
121,"Given this code, which statement will evaluate to false?",[''],-1
122,What will this code log to the console?,"['Charmander', 'Jigglypuff', 'Snorlax', 'Squirtle']",0
123,What is the output of this code?,"['document.querySelector(""div.content"")', 'document.querySelector(""span.content"")', 'document.querySelector("".content"")', 'document.querySelector(""div.span"")']",1
124,What does this code print to the console?,"['[]', 'undefined', '0', 'null']",0
125,What is the output of this code?,"['line 5, because lion cannot be reassigned a value', 'line 6, because the += operator cannot be used with the undefined variable bear', 'line 5, because the prefix (++) operator does not exist in JavaScript', '] line 3, because the variable bear is left undefined', 'ference const in js', 'erence TypeError: invalid assignment to const ""x""']",0
126,What will this code output to the log?,"['It will throw a TypeError.', '[""Name"", ""Age"", ""HairColor""]', '[""DAVE"", 40, ""BLUE""]', '] [""NAME"", ""AGE"", ""HAIRCOLOR""]', 'ference Object.keys()', 'erence Array.prototype.map()', 'erence String.prototype.toUpperCase()']",-1
127,What will this code print to the console?,"['animals.every(key)', 'animals.some(key).length === 1', 'animals.filter(key) === true', 'animals.some(key)']",3
128,What will this code print to the console?,"['undefined', 'None of these answers, as static is not a feature in Javascript.', '60', '80']",0
129,Which code would you use to access the Irish flag?,"['obj?.a.b', 'obj.a?.b', 'obj[a][b]', 'obj.?a.?b']",1
130,,"['It will throw a ReferenceError about x.', 'It will print 18.', 'It will print undefined.', 'It will throw a ReferenceError about y.']",3
131,,"['[1,2,5,7]', '[[1, 2], [5, 7]]', '[2,7]', '[2,1,7,5]']",0
132,,"[""a['x'] === b['x']"", 'a != b', 'a === b', 'a.x === b.x']",2
133,,"['Nothing. It resuults in a ReferenceError.', 'decimal', 'float', 'number']",3
134,,"['3', '4', '6', '] 7', 'ference', 'erence', 'erence']",1
135,,"['Nothing is printed to the console.', 'grunt', 'undefined', 'roar']",2
136,,"['undefined', 'Wild', 'Tabby', 'Athena']",1
137,,"['null no arg', 'no arg no arg', 'null null', 'no arg null']",3
138,,"['a is 1', 'a is undefined', ""It won't print anything."", 'a is 2']",3
139,,"['8', '6', '2', '12']",0
140,,"['flagDatabase.countries[1].flag', 'flagDatabase.countries[0].flag', 'flagDatabase[1].flag', 'flagsJSON.countries[0].flag']",1
