,Question,Answers,Right Index
55,A user enters a search _ to retrieve results from a search engine?,"['parameter stripping', 'URL cloaking', 'a 302 redirect', 'a rel=canonical link']",3
56,"The search query ""How to make donuts without yeast"" is an example of what?","['vocabulary.org', 'RDFa.org', 'schema.org', 'data-vocabulary.org']",2
57,What tool enables companies to display extra information within the natural search results without the need of any structured data?,"['RSS', 'KYC', 'YMYL', 'BDB']",2
58,Your client is ready to start a blog. but has read that they should put the blog on a subdomain instead of subdirectory in order to create more external links to their website. How would you advise your client about this strategy?,"['when parameters are used in URLs', 'when migrating from HTTP to HTTPS', 'when launching a new redesign', 'when creating a new subdomain']",1
59,"Blog author pages, each with only one sentence about the author, are at risk of being flagged as _ content.","['Content does not match search intent.', 'Page returns 404 error.', 'Content reflects search intent.', 'URL uses parameters.']",2
60,What is a common benefit to long-tail keywords?,"['backlinks', 'NAP', 'LRP', '] inbound links', 'ference', 'erence #2']",1
61,You have been asked to help a big e-commerce brand optimize their website for search engines. They currently have thousands of products listed on their website. What is your most appropriate first step?,"['query', 'parser', 'bar', 'link']",0
62,You are optimizing a large e-commerce website. Which strategy will likely yield the most organic traffic?,"['fresh keyword', 'operative keyword', 'short-tail keyword', 'long-tail keyword']",3
63,"Google's Search Quality Evaluator Guidelines describe that experts should write content, especially YMYL content. This is one of the principles seen in the commonly used acronym__","['Google Input Tools', 'structured data testing tool', 'Google Tag Manager', 'Google My Business']",3
64,Why might using a subdirectory in place of a subdomain be beneficial?,"['Not only should the blog be on a subdomain, but each of the major navigation areas should be on separate subdomains in order to increase the number and value of the links into the primary domain.', 'It is best to have the blog on a subdirectory and build links to primary domain.', 'It is an advisable choice as it will enable interlinking between the domains and increase the number of links.', 'The blog should be on a separate URL to avouud building too many links between the same domain or IP.']",1
65,What is the best way to provide a search engine with crawl instructions?,"['non-indexable', 'irrelevant', 'biased', 'thin']",3
66,,"['They are less competitive, and may have higher conversion rates.', ""Long-tail keywords are no longer relevant in today's SEO landscape."", 'They are less grandular, so you capture broader searches.', 'They are more competitive, but drive significantly more traffic.']",0
67,,"['Set campaign goals.', 'Conduct a technical audit.', 'Conduct a backlink audit.', 'Determine keyword strategy.']",1
68,,"['Launch a Smart Shopping Campaign in Google Ads.', 'Optimize the home page of your website.', 'Optimize each product page with a unique product-specific keyword.', 'Optimize your product category pages.']",2
69,,"['A.C.E', 'L-E-A-F', 'T.R.U.S.T.E.D', 'E-A-T']",3
70,,"['Using a subdirectory is never preferable to using a subdomain.', 'The subdirectory will allow for keyword dilution.', 'The subdirectory will benefit from the backlinks the domain has acquired.', 'The subdirectory is better for the end user experience.']",-1
71,,"['Use the  tag.', ""Use the search engine's Remove URL tool."", 'Use a robots.txt file.', 'Use structured data']",2
