,Question,Answers,Right Index
71,"To run CGI scripts with Apache, you need to _.","['The == operator performs a string comparison; =~ performs a regex comparison.', 'The == operator performs a string comparison; =~ performs a glob pattern comparison.', 'The =~ operator performs a string comparison; == performs a regex comparison.', 'There is no =~ operator in BASH if conditionals.']",0
72,"To permanently add NAT to the default zone using firewalld, you would use which command string?","['The first line will append the word data to file.txt and output it on the screen. The second line will append the word data only to file.txt.', 'They are the same.', 'The first line will append the word data to file.txt and there will be no output on the screen. The second line will output the word data on the screen and append it to file.txt', 'Both lines will overwrite file.txt with the word data.']",0
73,What is the difference between using = and == in a BASH double square bracket if conditional?,"['addressee', 'possess', 'barrenness', 'successfully']",1
74,journald differs from traditional logging services such as rsyslogd and syslogd because its logs are _ by default.,"['compile the script with a CGI compiler', 'make the script executable', 'make the script executable and set the httpd_enable_cgi SELinux boolean', 'change the ownership of the script to Apache']",2
75,What is the purpose of a Mail Transport Agent (MTA)?,"['firewall-cmd --permanent --add-nat', 'firewall-cmd --permanent --add-masquerade', 'firewall-cmd --zone=default --add-nat', 'firewall-cmd --zone=default --add-masquerade']",1
76,What do you need to do before you can perform SSH passwordless logins?,"['The single equal sign (=) is an assignment operator; the double equal sign (==) checks equality.', 'There is no difference.', 'The single equal sign (=) checks equality; the double equal sign (==) checks string equality.', 'The double equal sign (==) is an assignment operator; the single equal sign (=) checks equality.']",1
77,"When installing a downloaded package on the RedHat-based distribution manual using RPM, what may you have to do first?","['stored remotely', 'text', 'persistent', 'not persistent']",2
78,"With GNU tools such as a GNU grep, awk, and sed, what is the difference between basic regular expressions (BREs) and extended regular expressions (EREs)?","[""It transports the mail from user's computer to the mail server."", 'It accepts mail and adds it to the mail queue for further processing.', 'It stores the mail in a mail queue waiting for the MUA to download it.', 'It transports mail from one mail server to another.']",3
79,What is the difference between reading the list of disk partitions from /proc/partitions and getting it using fdisk -l?,"['Generate RSA or DSA key pairs using ssh-keygen.', ""Change the remote user's password."", 'Create a local SSL certificate.', 'Change the remote SSH configure to allow it.']",0
80,What would be in out.txt?,"['Compile the package source code.', 'Download all dependencies and install them before installing the desired package.', 'Agree to an end-user license agreement.', 'provide the --resolve option so RPM resolves all packages dependency.']",1
81,"Using alternation in a POSIX-extended regular expression, which numbers would this pattern match?","['EREs can match the groups.', 'EREs support occurrence operators.', ""ERE's support alternation."", 'only the syntax differs.']",3
82,Typing systemctl enable crond does what to the crond service?,"['/proc/partitions represents the disk partition table more accurately than fdisk -l', '/proc/partitions shows only mounted drives. fdisk -l shows all drivers.', 'There is no difference between the two, and both lists contain the same data.', ""/proc/partitions is the kernel's list of partitions held in ram. fdisk -l reads the partition table from the drive itself.""]",3
83,Which of these features is missing from the Bash Language?,"['the content of in.txt.', 'the output from the command line.', 'Nothing, because you cannot redirect from a file (in.txt) to another file (out.txt). You can redirect only from a command to a file.', 'Nothing, The redirect will create a new empty file, but there will not be any output from the cat command to redirect.']",0
84,What is the first step to integrate extended globs into your command-line workflow?,"['0-99 and 200-299', '0-99', '200-299', '0-299']",0
85,Which statement about default ACLs is true?,"['Starts the crond service now.', 'Allows user to start the crond service.', 'Unmasks the crond service.', 'Ensures that the crond service starts automatically on bootup.']",3
86,The object that systemd uses to manage services is called a _ file.,"['associative arrays.', 'extended regular expressions.', 'debug traps.', 'object orientation.']",3
87,What tool should you use to replace a physical volume in LVM?What tool should you use to replace a physical volume in LVM?,"['Nothing, extended globs are already integrated into the shell and turned on automatically.', 'Make extended globs persistent by adding shopt -s extglob to a shell startup file.', 'Type shopt -s extglob into a shell one time to set the option on permanently.', 'Make extended globs persistent by adding shopt +s extglob to a shell startup file.']",1
88,What is the difference between the apt remove and apt autoremove commands?,"['They provide inheritance for user and group permissions.', 'They work only on files.', 'They provide inheritance for group ownership.', 'They grant access to the directory on which they are set.']",0
89,You want to extract the contents from an rpm package. Which command do you use?,"['unit', 'service', 'single', 'process']",0
90,,"['cpcp', 'pvmovepvmove', 'tartar', 'lvcopy']",-1
91,,"['The apt remove command is a link to apt autoremove, so there are no differences.', 'Both uninstall software. The apt autoremove command also uninstalls the dependencies.', 'Both uninstall software. The apt remove command also uninstalls the dependencies.', 'The apt autoremove command is a system service that routinely removes unused software packages.']",1
92,,"['rpm --update', 'rpm -ivh --force', 'rpm --reinstall', '] rpm2cpio', 'ference:', 'erence:']",-1
