,Question,Answers,Right Index
10,"XML provides a framework for specifying markup languages, while HTML is a predefined markup language. What is applicable to XML and not HTML?","['It is mandatory to use closing tags with XML', 'It is important for an XML document to be well formed', 'XML elements start with an opening tag in angle brackets, such as <p>', 'XML syntax uses tags, elements, and attributes']",0
11,What is the last step in extending XHTML modules?,"['The last step is to complete the extension of XHTML compound documents and make sure the documents adhere to the defined namespaces.', 'The last step is to create the DTD for the XHTML extension, which references both the XHTML modules and the new modules.', 'The last step is to run the XHTML extension through the XSLT processor, which will properly format it.', 'The last step is to verify that the XHTML is well formed and valid, and compatible with most browsers.']",1
12,"In an XML DTD ATTLIST declaration, which default value is used to indicate that the attribute does not have to be included?","['#DEFAULT', '#OPTIONAL', '#IMPLIED', '#FIXED']",0
13,How does the XML DOM present an XML document?,"['as a set of objects', 'as a tree structure', 'as an array of nodes', 'as a dynamic program']",1
14,You are working with an XML document that uses an XML schema. How do you specify that an element can appear multiple times inside its parent element?,"['Set the maxOccurs attribute to a large number, such as 1.000', 'Set the maxOccurs attribute to 0', 'Set the maxOccurs attribute to undefined.', 'Set the maxOccurs attribute to unbounded.']",3
15,The <xsl:with-param> element defines the value of a parameter to be passed into a template. It can be used within which elements?,"['<xsl:apply-templates> and <xsl:call-template>', '<xsl:param> and <xsl:processing-instruction>', '<xsl:template> and <xsl:transform>', '<xsl:include> and <xsl:variable>']",0
16,You are checking someone else's XML document for errors. You notice that the prolog does not have a closing tag. What do you do?,"['Remove the prolog to make sure that the XML document will be properly processed across all platforms.', 'Leave it alone, because the prolog does not require a closing tag.', 'Move the prolog to an external file so that the XML document only has elements with closing tags.', 'Add a closing tag, as al XML elements must have a closing tag.']",1
17,Which statement is not true about XML?,"['XML is flexible and customizable.', 'XML can be used to store data.', 'XML is independent of Operating System.', 'XML is a replacement for HTML.']",3
18,"In an XML DTD ATTLIST declaration, which tokenized attribute type is used to specify multiple ID values?","['ENTITIES', 'IDREFS', 'IDS', 'IDSETS']",1
19,"You want to convert a large XML file into CSV format. You did not create the XML file, so you are not familiar with all of the syntax. What will help you get the best insight into the file contents?","['XSLT', 'DOM', 'AJAX', 'XSD']",3
20,"In an XML DTD, attributes are declared with an ATTLIST declaration. You need to validate the color attribute for element <car> against a fixed list of values. Which is the correct declaration?","['<!ATTLIST car color (red|white|blue|black) black>', '<!ATTLIST car color (red|white|blue|black) #REQUIRED>', '<!ATTLIST car color (red|white|blue|black) #FIXED>', '<!ATTLIST car color (red|white|blue|black)>']",2
21,The main ways to control the display of XML documents are with Cascading Style Sheets (CSS) and Extensible Styles Language (XSL). What is an advantage of CSS over XSL?,"['CSS is a complete programming language with more powerful syntax.', 'With CSS, the same element can be processed multiple times.', 'CSS allows you to reformat data into completely new structures.', 'CSS is easier to learn, use, and maintain.']",3
22,"Which type of DTD declaration is this code an example of? <!DOCTYPE abc SYSTEM ""file/file.dtd"">","['Linked', 'Internal', 'External', 'Structured']",2
23,The purpose of an XML schema is to define the building blocks of an XML document. Which option best describes the building blocks of an XML document?,"['Header files, function declarations, global variables with their data types, and system library folder location.', 'Namespace declaration, processor type, markup references, and encoding specification.', ""The document's elements and attributes, their data types and default values, and the number and order of child elements."", 'XML entity definitions, XSLT and cascading style sheets, DOM specification, and CDATA assignments.']",2
24,An XHTML document type definition (DTD) describes the allowed syntax and grammar of XHTML markup. Which is not one of the formal DTDs used in XHTML 1.0?,"['Frameset', 'Transitional', 'Basic', 'Strict']",2
25,"You are working with the following XML code snippet. You have this line in your XSLT code xsl:value-of-select=""//car/make""/>. What does it display?","['Cadillac', 'Cadillac Escalade', 'Cadillac Escalade 20000', 'Cadillac Escalade $20,000']",3
26,"You need to display the list of cars in the code snippet below in a column format, with a counter column for each row. Which XPath function do you use for the counter?","['format-number()', 'id()', 'count()', 'position()']",3
27,"You are working with this XML code snippet from the XML document cars.xml. You need to return the information about the cars built after the year 2000, as an ordered list, starting with the most recent. What does your XQuery look like?",['A'],-1
28,The readyState property holds the status of the XMLHttpRequest. Which is NOT a valid status?,['}'],-1
29,You are working with an XML document that uses an XML schema. How can you extend the document with elements NOT specified by the schema?,['B'],-1
30,You are working with the following XML code snippet. Which XPath expression produces C-Class?,['C'],-1
31,You are working with an XML document that uses an XML schema. How do you ensure that an attribute must be specified for its corresponding element?,['}'],-1
32,"You are working with the following XML code snippet. What do you need to include in your XSLT code to display Mercedes, Cadillac, Ford?",['D'],0
33,What is the correct syntax for comments in XQuery?,"['4 (DONE)', '3 (LOADING)', '1 (PROCESSING)', '0 (UNSENT)']",2
34,Which DOM node type may NOT have the EntityReference node type as one of its child nodes?,"['Use the <any> element.', 'Use the <redefine> element.', 'Use <xs:extension>.', 'Specify the new elements in the schema.']",0
35,"XHTML modules can be extended by adding elements, attributes, modifying content models, or some combination of these. What does a proper implementation of an XHTML module require?","['/car[price>20000]/make/model', '/car[price>=20000 and @year>=2009]/make/model', '//car[price>=20000 and @year>2008]/model', '/cars/car[price>=20000 and year>2008]/model']",-1
36,The <xsl:namespace-alias> element is used to replace a namespace in the style sheet with a different namespace in the output. Which XSLT element needs to be its parent node?,"['Set the type attribute to xs:required.', 'Set the use attribute to required.', 'Set the minLength attribute to 1.', 'Set the minOccurs attribute to 1.']",1
37,"XML is a markup language, not a programming language. What makes XML not qualify to be a programming language?","['<xsl:sort select=""make"" />', '<xsl:sort select=""model"" />', '<xsl:sort select=""car"" />', '<xsl:sort select=""price"" />']",1
38,What is true about these elements in XQuery?,"['we use select=""make"" or select=""year"" we get the order Cadillac, Ford, Mercedes', 'we use select=""price"" we get Ford, Cadillac, Mercedes', 'finally with select=""model"" we get Mercedes, Cadillac, Ford']",-1
39,Which is a valid CSS section for this XML code snippet?,"['/* */', '<!-- -->', '//', '(: :)']",3
40,"An XML document contains this code as part of the DTD: <!ELEMENT car (make, model?, year+, price*)>. What are the rules that need to be followed for each of the elements?","['Element', 'Document', 'EntityReference', 'DocumentFragment']",1
41,Which element in this XML code is not a good candidate for conversion into an attribute?,"[""The implementation of an XHTML module requires an extension module and a validation module that ensures that the XHTML is well formed and valid; otherwise the extended instances aren't formally XHTML."", 'The implementation of an XHTML module requires a definitions module and a constraint module that specifies syntax rules and uses the parameter entities declared in the definitions module.', 'The implementation of an XHTML module requires a qualified name module and a declaration module that holds the element, element attribute, and content model declarations.', 'The implementation of an XHTML module requires a namespace module that holds the element, element attribute, and content model declarations, and a parameter module that uses the entities declared in the namespace module.']",3
42,What does the Document Type Definition (DTD) define?,"['<xsl:namespace>', 'any valid element', 'root element', 'top-level element in the corresponding namespace']",2
43,"In the XML DOM,what is the setAttribute an example of?","['XML is too flexible and does not have enough reserved keywords.', 'XML contains only data and not any processing instructions.', 'XML does not perform any computation or algorithms.', 'XML does not have specialized syntax rules.']",1
44,What is not one of the advantages of the XML DOM?,"['Elements <make> and <model> are ancestors of <year>.', 'Elements <make> and <model> are children of <cars>.', 'Elements <make> and <model> are siblings.', 'Elements <car> and <cars> are parents of <make> and <model>.']",2
45,,[''],-1
46,,[''],0
47,,[''],-1
48,,[''],-1
49,,"['is required,  is optional,  is optional, and  is optional.', 'is required,  is required,  is optional, and  is optional.', 'is required,  is required,  is required, and  is optional.', 'is required,  is optional,  is required, and  is optional.']",3
50,,"['<birthplace>', '<alias>', '<name>', '<ر€ذ¾wer>']",3
51,,"['structure', 'entities', 'elements', 'attributes']",2
52,,"['node', 'function', 'method', 'property']",2
53,,"['The XML DOM is language and platform independent.', 'The XML DOM is modifiable and dynamic.', 'The XML DOM is easy to navigate around to find specific information.', 'The XML DOM is efficient with memory and operation speed.']",3
