,Question,Answers,Right Index
21,Which console method can be used to print the stack trace to the point of its execution?,"['stack', 'trace', 'debug', 'print']",1
22,"When you run JavaScript in a Node.js application, which of the following elements in a Node.js stack actually executes that JavaScript?","['the libuv library', 'the c-ares library', 'the VM (like VS or Chakra)', 'the repl module']",2
23,"Looking at the code below, what does the console show?","['server running at http://localhost:3000/', 'server running at port 3000', 'server running at http://localhost:4000/', 'server running at http://127.0.0.1:3000/']",3
24,What is the purpose of the path module?,"['to provide utilities to play with file and directory paths', 'to provide utilities to add and remove files', 'It is a retiring module.', 'to provide utilities to test files']",0
25,How do you make an HTTP server object active and listen to requests on certain ports?,"['server. start', 'server.activate', 'server.listen', 'server. run']",2
26,What does the code shown below do?,"['creates a text file hello.txt and appends customized text', 'creates an image file', 'console logs system information', 'creates a file named data and append numbers']",0
27,"How do you start a Node application, if the entry file is indexjs?","['nodemon start', 'start index.js', 'node index.js', 'node start']",2
28,What is the purpose of the file system (fs) module?,"['to provide methods to work with requests and responses', 'to provide methods to work with files', 'to provide methods to work with databases', 'to find new file systems']",1
29,What is the Node LTS version?,"['It is the current unstable version and is to be avoided.', 'It is the version that will be retired soon.', 'It is the version with the latest features.', 'It is the safest version for long-term support.']",3
30,Which of the following is NOT a valid stream in Node?,"['process. stdinfo', 'process. stdin', 'process. stdout', 'process. stderr']",0
31,You have a script.js file with the single line of code shown here. What will be the output of executing script.js with the node command?,"['ReferenceError: arguments is not defined', 'an empty string', 'undefined', 'an object representing an array that has five elements']",3
32,Which choice is not a valid method on event emitters?,"['start', 'on', 'once', 'off']",0
33,Which special object is an instance of EventEmitter?Which special object is an instance of null?,"['process', 'Buffer', 'root', 'require']",0
34,What is the command to get a list of available commands for Node.js?What is the command to get a list of available commands for Node.js?,"['node index.js -x', 'node -v', 'node -h', 'node index.js -h']",2
35,"When a request event is received in the HTTP module, what is the type of the first argument passed to that event, usually named req?","['http.IncomingMessage', 'http.ServerRequest', 'http.ClientRequest', 'http.ServerResponse']",0
36,What are the arguments passed to the module wrapper function?,"['exports, __filename, __dirname', 'exports, process, require, module, __filename, __dirname', 'exports, module, __filename, __dirname', 'exports, require, module, __filename, __dirname']",3
37,Which library provides Node.js with the event loop?,"['V8', 'c-ares', 'libuv', 'events']",2
38,What does the .node file extension represent?,"['a C++ file that can have a .node extension and that Node will be able to execute directly.', 'a C++ Addon file that is built with node-gyp', 'a JSON file that can have a .node extension as well as the .json extension', 'a JavaScript file that can have a .node extension as well as the .js extension']",1
39,What can you export with module.exports?,"['only objects.', 'only functions', 'only variables and arrays', 'functions, objects, arrays, or anything you assign to the module']",3
40,Which core module in Node can you use to take advantage of multicore systems?,"['os', 'util', 'cluster', 'net']",2
41,Which core Node module has wrappers for OpenSSL methods?,"['SSL', 'hash', 'crypto', 'TLS']",2
42,Which line imports a promise-based version of the readFile method?,"['const { readFile } = require(fs).promises', 'const { readFile } = require(fs)', 'const { readFilePromises: readFile } = require(fs)', 'const { readFile } = require(promises)']",0
43,"According to the rules of semantic versioning, what does a release incrementing the third number in an npm version string communicate to users about the release changes?","['Changes are not backwards compatible.', 'Changes might not be backward compatible and might break existing code.', 'Changes are just bug fixes and no new features were added.', 'Changes will add new functionality but will not break any existing code.']",2
44,What does REPL stand for?,"['run, examine, put, loop', 'read, eval, print, loop', 'run, edit, print, loop', 'read, extend, print, loop']",1
45,Which file does node-gyp use to read the build configuration of a module?,"['.gyprc', 'binding.gyp', 'gyp.json', 'package.gyp']",1
46,Which core module in Node can you use for testing?,"['chai', 'jest', 'assert', 'mocha']",2
47,Which core module in Node provides an API to register callbacks to track asynchronous resources created inside a Node.js application?,"['cluster', 'async_hooks', 'dgram', 'inspector']",1
48,Which Node.js module should you use when you need to decode raw data into strings?,"['buffer', 'util', 'string_decoder', 'string_buffer']",2
49,Which global object acts like a bridge between a Node script and the host operating system?,"['v8', 'env', 'process', 'child_process']",2
50,Which statement is true about Node.js and threads?,"['Every Node process runs in a single thread, and all the I/O work is run in that same thread.', 'Every Node process gets four threads that it can share between its JavaScript VM and the event loop.', 'The event loop is single-threaded, but a JavaScript VM can use multiple threads.', 'JavaScript execution in Node.js is single-threaded, but I/O operations are executed using multiple threads.']",2
51,Which statement about event emitters is false?,"['Event names must be camelCase strings.', 'The emit method allows a arbitrary set of arguments to be passed to the listener functions.', 'Any values returned by the listeners for an emitted events are ignored.', 'When an event emitter objeect emits an event, all of the functions attached to that specific event are called synchronously.']",0
52,Which core module in Node can you use to compile and run JavaScript code in a sandbox environment?,"['sandbox', 'buffer', 'vm', 'v8']",2
53,How would you determine the number of cluster instances to start when using the cluster module?,"['const numInstances = cluster.instances().length;', 'const numInstances = cluster.instances();', ""const numInstances = require('os').cpus().length;"", 'const numInstances = process.cpus().length;']",2
54,"You have to read a large text file, replace some words in it, and write it back to a new file. You know that the memory on your target system is limited. What should you do?","['Use regular expressions directly on the file.', 'Use Promises and async/await to offload the task to libuv.', 'Copy the file into a database and perform the operations there.', 'Use readline together with streams to read and transform and write the file contents line by line.']",3
55,Which choice is not a Node global object?,"['process', 'exports', 'setTimeout', 'Buffer']",3
56,What is the correct way to pipe a readable stream and a writable stream?,"['readableStream.pipe(writableStream)', 'readableStream.on(pipe, writableStream)', 'writableStream.pipe(readableStream)', 'writableStream.on(pipe, readableStream)']",0
57,How can you convert path segments into a string using the platform-specific separator as a delimiter?,"['path.concat', 'path.join', 'path.format', 'path.parse']",1
58,What is the purpose of N-API?,"['to allow users to make requests to the server', 'to insulate Addons from changes in the underlying JavaScript engine', 'to execute multi-threaded code in the Node environment', 'to provide a quick way for users to create REST APIs']",1
59,What is a process object and its role?,"['a locally scoped object that provides information about the current node process', 'a global object that provides information about files', 'a global object that provides information about the database', 'a global object that provides information about the current node process']",3
60,What will this code log to the console?,"[""{'Jane'}"", ""{ name: 'Jane' }"", '{}', 'Jane']",1
61,What will this code log to the console?,"['John', 'Undefined', ""{'John'}"", '{}']",3
62,Is it possible to write tests in Node.js without an external library?,"['yes, through the assert module', 'yes, through the debugger module', 'yes, through the console module', 'no']",0
63,Which assert module method is usually used to test the error-first argument in callbacks?,"['fail', 'doesNotThrow', 'deepStrictEqual', 'ifError']",3
64,Which choice is not a method on the util module?,"['promisify', 'asyncify', 'types', 'callbackify']",1
65,Which choice is not a subclass of the Error class?,"['GlobalError', 'TypeError', 'RangeError', 'AssertionError']",0
66,What is Node built on?,"['Python', 'V8 JavaScript engine', 'PHP', 'c']",1
67,"How does it affect the performance of a web application when an execution path contains a CPU-heavy operation, such as calculating a long Fibonacci sequence?","['As Node.js is asynchronous, this is handled by a libuv and a threadpool. The performance will not notably degrade.', 'As the application code runs asynchronously within a single thread, the execution will block, accepting no more requests until the operation is completed.', 'As Node.js is asynchronous, this is handled by a threadpool and the performance will not notably degrade.', 'The current thread will block until the executon is completed and the operating system will spawn new threads to handle incoming requests. This can exhaust the number of allowed threads (255) and degrade performance over time.']",3
68,What is used for parsing and running Javascript in Node.js?,"['EventLoop', 'Libuv', 'Google V8', 'Express.js']",2
69,What is the importance of having good practices around status code in your response?,"['It indicates success or failure to the client and helps with testing.', 'It is not important to have good practices regarding status codes', 'Response codes are the only way you can tell what is happening on the server.', 'It contains information about the current performance of the server.']",0
70,How can ECMAScript modules be used natively in Node?,"['ECMAScript modules cannot be used natively in Node.', 'ECMAScript modules can be used natively in Node with the .mjs file extension', 'ECMAScript modules can be used natively in Node only by using a compiler like Babel.', 'ECMAScript modules can be used natively in Node only by using a bundle like webpack.']",0
71,"When exploring the Node documentation's features, what are the stability ratings?","['They are an indication of the stability of Nodejs modules and usage recommendations.', 'They tell if a feature is ES6 compliant.', 'They are a Node command to validate stability of your code.', 'They tell if a feature is LTS (Long Term Supported).']",0
72,Which coice is a core module in Node?,"['crypto', 'chalk', 'webpack', 'request']",0
73,Which DNS module method uses the underlying OS facilities and does not necessarily perform any network communication?,"['resolve', 'reverse', 'lookup', 'resolve4']",2
