,Question,Answers,Right Index
114,Which OOP concept is this code an example of?,"['String should be compared using == method instead of equals.', 'Modifying a collection while iterating through it can throw a ConcurrentModificationException.', 'The List interface does not allow an argument of type String to be passed to the remove method.', 'ArrayList does not implement the List interface.']",1
115,What does this code print?,"['Function<Integer, Integer> squareLambda = (int x) -> { x * x };', 'Function<Integer, Integer> squareLambda = () -> { return x * x };', 'Function<Integer, Integer> squareLambda = x -> x * x;', 'Function<Integer, Integer> squareLambda = x -> return x * x;']",2
116,What keyword is added to a method declaration to ensure that two threads do not simultaneously execute it on the same object instance?,['A'],-1
117,Which is a valid type for this lambda function?,['B'],-1
118,What is displayed when this code is compiled and executed?,['C'],0
119,What variable type should be declared for capitalize?,['D'],-1
120,Which is the correct return type for the processFunction method?,"['10', '20', 'null', 'An error will occur when compiling.']",3
121,What function could you use to replace slashes for dashes in a list of dates?,"['Integer val = 15;', 'String val = ""Sam"";', 'String val = null;', 'Optional<String> val = Optional.empty();']",1
122,From which class do all other classes implicitly extend?,"['false  true', 'true  true', 'true  false', 'false  false']",2
123,How do you create and run a Thread for this class?,"['[Two]', '[One, Two, Three]', '[One, Three]', 'Two']",1
124,Which expression is a functional equivalent?,"['if(time <> money){}', 'if(time.equals(money)){}', 'if(time == money){}', 'if(time = money){}']",1
125,Which is not one of the standard input/output streams provided by java.lang.System?,"['exception,assertion', 'AbnormalException, AccidentalException', 'error, exception', 'exception, error']",2
126,The compiler is complaining about this assignment of the variable pickle to the variable jar. How woulld you fix this?,"['static', 'protected', 'public', 'void']",0
127,What value should x have to make this loop execute 10 times?,"['composition', 'generics', 'polymorphism', 'encapsulation']",2
128,"The _ runs compiled Java code, while the _ compiles Java files.","['true; false', 'false; false', 'false; true', 'true; true']",1
129,Which packages are part of Java Standard Edition,"['native', 'volatile', 'synchronized', 'lock']",2
130,"What values for x and y will cause this code to print ""btc""?","['Function<Integer, Boolean>', 'Function<String>', 'Function<Integer, String>', 'Function<Integer>']",2
131,Which keyword would you add to make this method the entry point of the program?,"['6', '3', '4', '7']",3
132,You have a list of Bunny objects that you want to sort by weight using Collections.sort. What modification would you make to the Bunny class?,"['Function<String, String>', 'Stream<String>', 'String<String, String>', 'Map<String, String>']",0
133,,"['Integer', 'String', 'Consumer', 'Function<Integer, String>']",1
134,,"['UnaryOperator<String> replaceSlashes = date -> date.replace(""/"", ""-"");', 'Function<String, String> replaceSlashes = dates -> dates.replace(""-"", ""/"");', 'Map<String, String> replaceSlashes = dates.replace(""/"", ""-"");', 'Consumer<Date> replaceSlashes = date -> date.replace(""/"", ""-"");']",0
135,,"['Object', 'Main', 'Java', 'Class']",0
136,,"['Thread thread = new Thread(new CurrentDateRunnable()); thread.start();', 'new Thread(new CurrentDateRunnable()).join();', 'new CurrentDateRunnable().run();', 'new CurrentDateRunnable().start();']",0
137,,['A'],-1
138,,['B'],-1
139,,['C'],-1
140,,['D'],0
141,,"['print', 'out', 'err', 'in']",0
142,,"['Use the method toInt() to convert pickle before assigning it to jar.', 'Cast pickle to an int before assigning it to jar.', 'Make pickle into a double by adding + "".0""', 'Use the new keyword to create a new Integer from pickle before assigning it to jar.']",1
143,,"['10', '3', '1', '0']",1
144,,"['IDE; JRE', 'JDK; IDE', 'JRE; JDK', 'JDK; JRE']",2
145,,"['java.net', 'java.util', 'java.lang', 'All above']",3
146,,"['exception', 'args', 'static', 'String']",2
147,,"['Implement the comparable interface by overriding the compareTo method.', 'Add the keyword default to the weight variable.', 'Override the equals method inside the Bunny class.', 'Implement Sortable and override the sortBy method.']",0
